,y,Dal FPV,Dagash FPV,Jebel Aulia FPV,Kajbar FPV,Mograt FPV,Merowe FPV,Roseires FPV,Sabaloka FPV,Sennar FPV,Shereik FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage
18,2033.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.0,0.6439,0.0741,1.3469,0.0,3.2025,4.5396
19,2034.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,10.2138,9.0792
20,2035.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,10.1936,9.4756
21,2036.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,16.6867,14.0152
22,2037.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,24.0287,18.5548
23,2038.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,32.2855,23.0944
24,2039.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,41.1716,27.6341
25,2040.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,50.06,32.1737
26,2041.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,58.2768,36.7133
27,2042.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,67.2545,41.2529
28,2043.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,77.0402,45.7925
29,2044.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,87.6844,50.3322
30,2045.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,99.2402,54.8718
31,2046.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,107.611,59.4114
32,2047.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,119.17,63.951
33,2048.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,136.9469,68.4906
34,2049.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,143.1388,73.0302
35,2050.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,154.4198,77.5699
36,2051.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,160.4313,82.1095
37,2052.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,0.0,166.8174,86.6491
38,2053.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,2.2939,175.653,86.6491
39,2054.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,3.5821,186.1423,86.6491
40,2055.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,3.5821,201.9088,90.7923
41,2056.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,3.5821,212.9402,90.7923
42,2057.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,3.5821,223.3296,90.7923
43,2058.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,12.7438,233.0295,90.7923
44,2059.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,30.5207,242.2741,90.7923
45,2060.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,38.5866,251.5871,90.7923
46,2061.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,41.9236,260.948,90.7923
47,2062.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,41.9236,269.715,90.7923
48,2063.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,41.9236,277.8499,90.7923
49,2064.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,46.4818,285.3119,90.7923
50,2065.0,2.1018,1.0052,0.0579,1.1631,1.0108,3.9643,0.7525,0.6439,0.0741,1.3469,64.2587,292.0577,90.7923
51,2066.0,1.7476,0.8348,0.0472,0.9539,0.8361,3.9643,0.6068,0.5284,0.0602,1.1178,82.0356,301.4847,90.7923
52,2067.0,2.1018,0.8348,0.0472,0.9539,0.8361,3.9643,0.7525,0.6439,0.0602,1.1178,97.3902,308.3102,90.7923
53,2068.0,2.1018,0.8348,0.0472,0.9539,0.8361,3.9643,0.7525,0.6439,0.0602,1.1178,113.7789,308.5181,90.7923
54,2069.0,2.1018,0.8348,0.0472,0.9539,0.8361,3.9643,0.7525,0.6439,0.0602,1.1178,118.7127,320.1031,90.7923
55,2070.0,2.1018,0.8348,0.0472,0.9539,0.8361,3.9643,0.7525,0.6439,0.0602,1.1178,125.9489,326.5989,90.7923
