,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,gas_trade
0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016.0,0.0,0.006,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2022.0,0.0,0.0,0.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
5,2025.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.58,0.0,0.0,0.1,0.0,0.0,0.0
6,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.1,0.0,0.0,0.0
7,2027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.1,0.0,0.0,0.0
8,2028.0,0.0,0.0,0.0,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2030.0,0.0,0.0,0.0,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384,0.0,0.0,0.0,0.0,0.0,0.0
11,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,1.033,0.307,0.0,0.0,0.0,0.0,0.0,0.0
12,2034.0,0.0,0.0,0.0,0.059,0.0,0.0,1.684,0.124,0.0,0.0,0.0,0.0,0.0,0.0
13,2035.0,0.0,0.0,0.0,1.432,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2036.0,0.0,0.0,0.0,0.048,0.0,0.0,1.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,1.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,1.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2042.0,0.0,0.0,0.0,0.0,0.0,0.0,2.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,2.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,2.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,1.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2047.0,0.875,0.0,0.0,0.0,0.0,0.0,2.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2048.0,3.442,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2049.0,0.0,0.0,0.0,0.0,0.0,0.0,1.545,0.0,0.0,0.0,0.1,0.0,0.0,0.0
28,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,2.404,0.58,0.0,0.0,0.1,0.0,0.0,0.0
29,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514,0.166,0.0,0.0,0.1,0.0,0.0,0.0
30,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,1.578,0.193,0.0,0.0,0.1,0.0,0.0,0.0
31,2053.0,0.0,0.0,0.0,0.0,0.0,0.0,2.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,3.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.384,0.0,0.0,0.0,0.0,0.0,0.0
36,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,5.046,0.307,0.0,0.0,0.0,0.0,0.0,0.0
37,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.124,0.0,0.0,0.0,0.0,0.0,0.0
38,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,4.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2061.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2063.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2065.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2066.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2067.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2068.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2069.0,0.0,0.0,0.0,0.0,0.0,0.0,4.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,4.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
