,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,gas_trade
0,2015.0,0.0,2.256,0.0,4.088,0.0,0.0,0.011,0.0,0.0,0.238,0.0,0.0,0.0,0.0
1,2016.0,0.0,2.262,0.0,4.088,0.0,0.0,0.012,0.0,0.0,0.238,0.0,0.0,0.0,0.0
2,2017.0,0.0,2.262,0.0,4.088,0.0,0.0,0.013,0.0,0.0,0.238,0.0,0.0,0.0,0.0
3,2018.0,0.0,2.262,0.0,4.088,0.0,0.0,0.013,0.0,0.0,0.238,0.0,0.0,0.0,0.0
4,2019.0,0.0,2.262,0.0,4.088,0.0,0.0,0.013,0.0,0.0,0.238,0.0,0.0,0.0,0.0
5,2020.0,0.0,2.262,0.0,4.088,0.0,0.0,0.013,0.0,0.0,0.238,0.0,0.0,0.0,0.0
6,2021.0,0.0,2.15,0.0,4.088,0.0,0.0,0.012,0.0,0.0,0.226,0.0,0.0,0.0,0.0
7,2022.0,0.0,2.036,0.0,4.497,0.0,0.0,0.012,0.0,0.0,0.214,0.0,0.0,0.0,0.0
8,2023.0,0.0,1.924,0.0,4.497,0.0,0.0,0.011,0.0,0.0,0.202,0.0,0.0,0.0,0.0
9,2024.0,0.0,1.811,0.0,4.857,0.0,0.0,0.011,0.0,0.0,0.19,0.1,0.0,0.0,0.0
10,2025.0,0.0,1.698,0.0,5.277,0.0,0.0,0.011,0.58,0.0,0.119,0.2,0.0,0.0,0.0
11,2026.0,0.0,1.58,0.0,5.277,0.0,0.0,0.01,0.746,0.0,0.107,0.3,0.0,0.0,0.0
12,2027.0,0.0,1.466,0.0,5.277,0.0,0.0,0.01,0.939,0.0,0.095,0.4,0.0,0.0,0.0
13,2028.0,0.0,1.354,0.0,5.589,0.0,0.0,0.009,0.939,0.0,0.083,0.4,0.0,0.0,0.0
14,2029.0,0.0,1.241,0.0,5.589,0.0,0.0,0.009,0.939,0.0,0.071,0.4,0.0,0.0,0.0
15,2030.0,0.0,1.128,0.0,6.442,0.0,0.0,0.009,0.939,0.0,0.06,0.4,0.0,0.0,0.0
16,2031.0,0.0,1.015,0.0,6.442,0.0,0.0,0.008,0.939,0.0,0.048,0.4,0.0,0.0,0.0
17,2032.0,0.0,0.902,0.0,6.442,0.0,0.0,0.008,1.323,0.0,0.036,0.4,0.0,0.0,0.0
18,2033.0,0.0,0.79,0.0,6.442,0.0,0.0,1.04,1.631,0.0,0.024,0.4,0.0,0.0,0.0
19,2034.0,0.0,0.677,0.0,6.501,0.0,0.0,2.724,1.755,0.0,0.012,0.4,0.0,0.0,0.0
20,2035.0,0.0,0.564,0.0,7.933,0.0,0.0,2.764,1.755,0.0,0.0,0.4,0.0,0.0,0.0
