,y,CSP (without storage),CSP (with storage),Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
6,2023.0,0.0,0.0,0.25,0.0,0.0,0.1347413223237016
7,2024.0,0.0,0.0,0.25,0.0,0.0,0.0
8,2025.0,0.0,0.0,0.25,0.15000000000000044,0.15000000000000027,0.7714299201791324
9,2026.0,0.0,0.0,0.2061982772583114,0.0,0.0,0.0
10,2027.0,0.0,0.0,0.15914701179878663,0.0,0.0,0.0
11,2028.0,0.0,0.0,0.25,0.0,0.0,0.0
12,2029.0,0.0,0.0,0.25,0.0,0.0,0.0
13,2030.0,0.0,0.0,0.25,0.25,0.25,0.0
14,2031.0,0.0,0.0,0.5,0.05000000000000035,0.05000000000000254,0.0
15,2032.0,0.0,0.0,0.5,0.050000000000001224,0.05000000000000112,0.0
16,2033.0,0.0,0.0,0.5,0.05000000000000088,0.050000000000001044,0.0
17,2034.0,0.0,0.0,0.5,0.05000000000000028,0.05000000000000103,0.0
18,2035.0,0.0,0.0,0.5,0.05000000000000156,0.0500000000000005,0.3
19,2036.0,0.0,0.0,0.5,0.05000000000000101,0.05000000000000154,0.37857007982086766
20,2037.0,0.0,0.0,0.5,0.05000000000000324,0.050000000000001474,0.3
21,2038.0,0.0,0.0,0.5,0.05000000000000129,0.05000000000000094,0.3
22,2039.0,0.0,0.0,0.5,0.0500000000000026,0.05000000000000171,0.3
23,2040.0,0.0,0.0,0.5,0.049999999999987055,0.05000000000000071,0.1652586776762987
24,2041.0,0.0,0.0,0.75,0.15000000000000005,0.15000000000000324,0.0
25,2042.0,0.0,0.0,0.75,0.09999999999999984,0.10000000000001097,0.0
26,2043.0,0.0,0.0,0.75,0.050000000000000044,0.049999999999989164,0.0
27,2044.0,0.0,0.0,0.75,0.050000000000000044,0.05000000000000071,0.0
28,2045.0,0.0,0.0,0.75,0.2000000000000004,0.2000000000000035,0.0
29,2046.0,0.0,0.0,0.75,0.05000000000002047,0.049999999999998934,0.0
30,2047.0,0.0,0.0,0.75,0.050000000000002265,0.049999999999998934,0.0
31,2048.0,0.1340737002266814,0.0,0.75,0.049999999999999045,0.05000000000000493,0.13474132232371958
32,2049.0,0.0,0.0,0.75,0.05000000000000304,0.05000000000000071,0.0
33,2050.0,0.8830408829863925,0.0,0.75,0.3000000000000017,0.30000000000000226,0.7714299201791326
34,2051.0,1.5,0.0,0.75,0.09999999999999998,0.10000000000000231,0.0
35,2052.0,1.5,0.0,0.75,0.10000000000000187,0.10000000000000187,0.0
36,2053.0,1.5,0.3000000000000904,0.75,0.09999999999999964,0.10000000000000031,0.0
37,2054.0,1.482885416786998,1.5,0.75,0.10000000000000187,0.1000000000000032,0.0
38,2055.0,0.19999999999992735,1.5,0.75,0.09999999999997478,0.09999999999997256,0.0
39,2056.0,0.2000000000000799,1.5,0.75,0.10000000000002984,0.10000000000002851,0.0
40,2057.0,0.19999999999992202,1.5,0.75,0.09999999999997378,0.09999999999997433,0.0
41,2058.0,0.1999999999999993,1.5,0.75,0.10000000000000153,0.10000000000000098,0.0
42,2059.0,0.1999999999999993,0.19999999999999662,0.75,0.10000000000000275,0.10000000000000187,0.0
43,2060.0,0.20000000000009166,0.20000000000000462,0.75,0.09999999999998677,0.10000000000000053,0.299999999999982
44,2061.0,0.19999999999990692,0.1999999999999975,1.0,0.20000000000000062,0.2000000000000035,0.37857007982086777
45,2062.0,0.20000000000000284,0.1999999999999975,1.0,0.14999999999999947,0.1500000000000108,0.29999999999999977
46,2063.0,0.1999999999999993,0.20000000000000817,1.0,0.1000000000000334,0.09999999999998943,0.3000000000000001
47,2064.0,0.1999999999999993,0.20000000000001172,1.0,0.09999999999996723,0.10000000000000031,0.3
48,2065.0,0.1999999999999995,0.1999999999998927,1.0,0.25000000000003286,0.25000000000000333,0.16525867767629876
49,2066.0,0.20000000000000107,0.20000000000000107,1.0,0.10000000000002096,0.09999999999999964,0.0
50,2067.0,0.19999999999999907,0.1999999999999993,1.0,0.10000000000000275,0.09999999999999876,0.0
51,2068.0,0.20000000000000107,0.20000000000000107,1.0,0.09999999999996545,0.10000000000000475,0.0
52,2069.0,0.1999999999999993,0.1999999999999993,1.0,0.10000000000000275,0.10000000000000053,0.0
53,2070.0,0.1999999999999993,0.1999999999999993,1.0,0.3500000000000014,0.35000000000000253,0.0
