,y,Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV
0,2023.0,0.0,0.0,0.1347413223237016
1,2025.0,0.20142992017913233,0.27,0.3
2,2035.0,0.0,0.0,0.3
3,2036.0,0.0785700798208677,0.0,0.3
4,2037.0,0.0,0.0,0.3
5,2038.0,0.0,0.0,0.3
6,2039.0,0.0,0.0,0.3
7,2040.0,0.0,0.0,0.1652586776762987
8,2048.0,0.0,0.0,0.13474132232371958
9,2050.0,0.20142992017913233,0.27000000000000046,0.2999999999999998
10,2060.0,0.0,0.0,0.299999999999982
11,2061.0,0.0785700798208677,0.0,0.3000000000000001
12,2062.0,0.0,0.0,0.29999999999999977
13,2063.0,0.0,0.0,0.3000000000000001
14,2064.0,0.0,0.0,0.3
15,2065.0,0.0,0.0,0.16525867767629876
