,y,Coal,Oil,Gas,Hydro,Solar PV,Solar FPV,Wind,Biomass,Geothermal
0,2015.0,0.0,0.149,0.0,1.791,0.01,0.0,0.322,0.196,0.008
1,2016.0,0.0,0.221,0.0,1.791,0.012,0.0,0.322,0.196,0.008
2,2017.0,0.0,0.221,0.0,3.661,0.013,0.0,0.322,0.196,0.008
3,2018.0,0.0,0.221,0.0,3.661,0.013,0.0,0.322,0.196,0.008
4,2019.0,0.0,0.493,0.0,3.661,0.013,0.0,0.322,0.196,0.008
5,2020.0,0.0,0.493,2.574,3.661,0.013,0.0,0.322,0.196,0.128
6,2021.0,0.0,0.486,2.696,3.661,0.012,0.0,0.314,0.186,0.298
7,2022.0,0.0,0.478,2.696,3.661,0.012,0.0,0.305,0.177,0.398
8,2023.0,0.0,0.471,2.696,10.749,0.011,0.0,0.297,0.167,0.598
9,2024.0,0.0,0.464,2.696,10.749,0.011,0.0,0.288,0.157,0.848
10,2025.0,0.0,0.45,2.696,11.129,0.01,0.0,0.279,0.098,1.048
11,2026.0,0.0,0.371,2.696,11.129,0.01,0.0,0.271,0.088,1.048
12,2027.0,0.0,0.364,2.696,11.774,0.009,0.0,0.262,0.078,1.048
13,2028.0,0.0,0.357,2.696,11.774,0.009,0.0,0.254,0.069,1.099
14,2029.0,0.0,0.078,2.696,11.774,0.009,0.0,0.245,0.059,1.341
15,2030.0,0.0,0.071,2.696,11.774,0.008,0.0,0.237,0.049,1.59
16,2031.0,0.0,0.064,2.696,11.774,0.113,0.0,0.228,0.039,1.84
17,2032.0,0.0,0.057,2.696,11.774,0.258,0.0,0.219,0.029,2.09
18,2033.0,0.0,0.05,2.696,11.774,0.476,0.0,0.211,0.02,2.339
19,2034.0,0.0,0.042,2.696,11.774,0.767,0.0,0.202,0.01,2.589
20,2035.0,0.0,0.035,2.696,11.774,1.418,0.0,0.194,0.0,2.838
21,2036.0,0.0,0.028,2.696,11.774,1.903,0.0,0.185,0.0,3.088
22,2037.0,0.0,0.021,2.696,11.774,3.012,0.0,0.177,0.0,3.209
23,2038.0,0.0,0.014,2.696,11.774,4.511,0.0,0.168,0.0,3.26
24,2039.0,0.0,0.01,2.696,11.774,5.287,0.0,0.16,0.0,3.51
25,2040.0,0.0,0.005,2.696,11.774,6.413,0.0,0.0,0.0,3.759
26,2041.0,0.0,0.02,2.696,11.774,7.874,0.0,0.0,0.0,3.994
27,2042.0,0.0,0.02,2.696,11.774,10.45,0.0,0.0,0.0,3.993
28,2043.0,0.0,0.02,2.696,11.774,13.45,0.0,0.0,0.0,4.0
29,2044.0,0.0,0.02,2.696,11.774,16.45,0.0,0.0,0.0,4.154
30,2045.0,0.0,0.02,2.673,11.774,19.45,0.0,0.0,0.0,4.284
31,2046.0,0.0,0.021,2.551,11.99,22.567,0.0,0.0,0.0,4.364
32,2047.0,0.0,0.021,2.551,11.99,26.067,0.0,0.0,0.0,4.514
33,2048.0,0.0,0.021,2.551,11.99,29.567,0.0,0.0,0.0,4.564
34,2049.0,0.384,0.038,2.551,11.99,33.067,0.0,0.0,0.0,4.564
35,2050.0,2.111,0.038,0.042,13.59,36.567,0.0,0.0,0.0,4.614
36,2051.0,2.111,0.038,0.042,13.59,39.786,0.0,0.0,0.0,4.614
37,2052.0,2.111,0.038,0.042,13.59,42.876,0.0,0.0,0.0,4.614
38,2053.0,2.111,0.038,0.042,14.462,44.996,0.0,0.0,0.0,4.562
39,2054.0,2.111,0.038,0.042,14.462,48.203,0.0,0.0,0.0,4.407
40,2055.0,2.191,0.038,0.042,14.462,51.052,0.0,0.0,0.0,4.407
41,2056.0,2.332,0.054,0.042,14.462,54.063,0.0,0.0,0.0,4.407
42,2057.0,2.401,0.054,0.042,14.462,56.454,0.856,0.0,0.0,4.407
43,2058.0,2.401,0.054,0.042,15.479,58.454,0.856,0.0,0.0,4.407
44,2059.0,2.401,0.054,0.042,15.479,61.178,1.722,0.0,0.0,4.407
45,2060.0,2.401,0.054,0.042,15.759,63.552,2.835,0.0,0.0,4.407
46,2061.0,2.401,0.054,0.042,15.716,65.591,3.49,0.0,0.0,4.407
47,2062.0,2.401,0.054,0.042,15.716,66.515,4.852,0.016,0.0,4.536
48,2063.0,2.401,0.054,0.042,15.716,67.015,5.852,0.405,0.0,4.735
49,2064.0,2.401,0.052,0.042,15.716,67.515,6.954,1.15,0.0,4.735
50,2065.0,2.401,0.049,0.042,15.966,68.015,8.027,1.668,0.0,4.735
51,2066.0,2.401,0.018,0.042,15.966,68.398,9.548,2.398,0.0,4.75
52,2067.0,2.401,0.018,0.042,15.934,71.398,9.838,2.398,0.0,5.0
53,2068.0,2.401,0.018,0.042,15.934,74.398,10.879,2.453,0.0,5.0
54,2069.0,2.401,0.018,0.042,15.934,77.398,11.774,2.453,0.0,5.0
55,2070.0,2.401,0.018,0.042,17.634,78.158,12.774,2.453,0.0,5.0
