,y,Amarti-Neshe FPV,Birbir FPV,Baro FPV,Chemoga Yeda FPV,Finchaa FPV,Genji FPV,Karadobi FPV,Lower Dabus FPV,Lower Dedessa FPV,Lake Tana - Beles FPV,Renaissance FPV,Tekeze 1 FPV,Tekeze 2 FPV,Upper Mandaya FPV
0,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564534197768047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8564534197768047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,1.600000000000014,0.0,0.0,0.0,0.12179601626479432,0.0,0.0,0.0
3,2060.0,0.0,0.0,0.0,0.28,0.0,0.0,1.600000000000014,0.0,0.0,0.0,0.9549628309080682,0.0,0.0,0.0
4,2061.0,0.0,0.0,0.0,0.28,0.0,0.0,1.600000000000014,0.0,0.0,0.0,1.610474286853297,0.0,0.0,0.0
5,2062.0,0.0,0.0,0.0,0.28,0.0,0.0,1.600000000000014,0.0,0.0,0.0,2.6104742868532975,0.0,0.3616717436979879,0.0
6,2063.0,0.0,0.0,0.0,0.28,0.0,0.0,1.600000000000014,0.0,0.0,0.0,3.6104742868532975,0.0,0.3616717436979879,0.0
7,2064.0,0.0,0.0,0.0,0.28,0.0,0.0,1.600000000000014,0.0,0.0,0.0,4.6104742868532975,0.08421211870346514,0.38,0.0
8,2065.0,0.0,0.0,0.0,0.28,0.0,0.0,1.600000000000014,0.0,0.0,0.0,5.6104742868532975,0.15679624861716662,0.38,0.0
9,2066.0,0.0,0.0,0.0,0.28,0.128,0.0,1.600000000000014,0.0,0.0,0.46,6.400000000000002,0.30000000000000004,0.38,0.0
10,2067.0,0.0,0.28968396256550866,0.0,0.28,0.128,0.0,1.600000000000014,0.0,0.0,0.46,6.400000000000002,0.30000000000000004,0.38,0.0
11,2068.0,0.098,0.467,0.0,0.28,0.128,0.216,1.600000000000014,0.0,0.55,0.46,6.400000000000002,0.30000000000000004,0.38,0.0
12,2069.0,0.098,0.467,0.645,0.28,0.128,0.216,1.600000000000014,0.25,0.55,0.46,6.400000000000002,0.30000000000000004,0.38,0.0
13,2070.0,0.098,0.467,0.645,0.28,0.128,0.216,1.600000000000014,0.25,0.55,0.46,6.400000000000002,0.30000000000000004,0.38,1.0000000000015248
