r,t,y,CapitalInvestment
REGION,EGSOC1P00X,2067, 5683.37
REGION,EGSOC1P00X,2068, 3.0632870248165405e+03
REGION,EGSOC1P00X,2069, 5.4437899999999809e+02
REGION,EGSOC1P00X,2070, 5.3239999999999873e+02
REGION,EGSOC2P00X,2021, 3.1139011200000004e+03
REGION,EGSOC2P00X,2022, 1.5297449199999996e+03
REGION,EGSOC2P00X,2023, 6.2200607083240880e+02
REGION,EGSOC2P00X,2070, 8159.03
REGION,EGELSDBP00,2021, 1600
REGION,EGELSDBP00,2048, 1.4925439706396010e+03
REGION,EGELSDBP00,2055, 1.0480709050932319e+03
REGION,EGELSDBP00,2056, 7.3087543064909028e+02
REGION,EGELSDBP00,2057, 6.4066684629235590e+02
REGION,EGELSDBP00,2058, 8.7842847325720669e+01
REGION,ETCRUDPROX,2025, 6.6344290013891123e+03
REGION,ETCRUDPROX,2026, 2.3066758506226034e+02
REGION,ETCRUDPROX,2027, 2.3832884719011741e+02
REGION,ETCRUDPROX,2028, 2.4605822627578939e+02
REGION,ETCRUDPROX,2029, 253.839148133899
REGION,ETCRUDPROX,2030, 2.3744290980939886e+02
REGION,ETCRUDPROX,2031, 2.2708745512126990e+02
REGION,ETCRUDPROX,2032, 2.3452666216893087e+02
REGION,ETCRUDPROX,2033, 2.4198283994959056e+02
REGION,ETCRUDPROX,2034, 2.6408878303847797e+02
REGION,ETCRUDPROX,2035, 3.6076901377575172e+02
REGION,ETCRUDPROX,2036, 2.7732529331302322e+02
REGION,ETCRUDPROX,2037, 2.8515284991333721e+02
REGION,ETCRUDPROX,2038, 2.9332268486947373e+02
REGION,ETCRUDPROX,2039, 3.0188574591430444e+02
REGION,ETCRUDPROX,2040, 3.1082834622234282e+02
REGION,ETCRUDPROX,2041, 2.4398776935890362e+02
REGION,ETCRUDPROX,2042, 2.4917186578640383e+02
REGION,ETCRUDPROX,2043, 2.5457209981850590e+02
REGION,ETCRUDPROX,2044, 2.6020080302997178e+02
REGION,ETCRUDPROX,2045, 2.6603057622589995e+02
REGION,ETCRUDPROX,2046, 2.7192880362955447e+02
REGION,ETCRUDPROX,2047, 2.7803698932463107e+02
REGION,ETCRUDPROX,2048, 2.8427458313262724e+02
REGION,ETCRUDPROX,2049, 290.626774098096
REGION,ETCRUDPROX,2050, 2.9708725516166834e+02
REGION,ETCRUDPROX,2051, 2.3552156126407536e+02
REGION,ETCRUDPROX,2052, 2.3945117584660849e+02
REGION,ETCRUDPROX,2053, 2.4335715828635767e+02
REGION,ETCRUDPROX,2054, 2.4721991129920806e+02
REGION,ETCRUDPROX,2055, 251.054154790947
REGION,ETCRUDPROX,2056, 254.907080398277
REGION,ETCRUDPROX,2057, 2.5878246933972304e+02
REGION,ETCRUDPROX,2058, 2.6263976652115434e+02
REGION,ETCRUDPROX,2059, 2.6647159514734636e+02
REGION,ETCRUDPROX,2060, 6.9047284635018877e+03
REGION,ETCRUDPROX,2061, 4.5114414160920245e+02
REGION,ETCRUDPROX,2062, 4.6105471432451867e+02
REGION,ETCRUDPROX,2063, 4.7105182466924356e+02
REGION,ETCRUDPROX,2064, 4.8112935777902948e+02
REGION,ETCRUDPROX,2065, 4.6706872347009283e+02
REGION,ETCRUDPROX,2066, 4.5908792303038962e+02
REGION,ETCRUDPROX,2067, 4.6896006080067787e+02
REGION,ETCRUDPROX,2068, 4.7893618176961547e+02
REGION,ETCRUDPROX,2069, 5.7690573692065072e+02
REGION,ETCRUDPROX,2070, 935.653558704987
REGION,ETCOSCP01N,2050, 2.5134926224418342e+02
REGION,ETCOSCP01N,2062, 4.8755179202250793e+02
REGION,ETCOSCP01N,2063, 7.6943214550480968e+02
REGION,ETCOSCP01N,2064, 2.3473977478918132e+03
REGION,ETCOSCP01N,2065, 8.9628945849459546e+02
REGION,ETCOSCP01N,2066, 1.3438753590962770e+03
REGION,ETCOSCP01N,2067, 1.4515530492118367e+03
REGION,ETCOSCP01N,2068, 2.8341691417048519e+01
REGION,ETCOSCP01N,2069, 3.3175653867948529e+02
REGION,ETCOSCP01N,2070, 5.4717471331642867e+02
REGION,ETNGCCP02N,2038, 5.8097629698804963e+02
REGION,ETNGCCP02N,2039, 7.6370119317648869e+02
REGION,ETNGCCP02N,2040, 866.6320950316
REGION,ETNGCCP02N,2041, 6.0223383099997534e+02
REGION,ETNGCCP02N,2042, 1.2810775749915377e+00
REGION,ETNGGCP01N,2041, 7.0138176141603625e-01
REGION,ETNGGCP01N,2042, 2.4487286315548612e+01
REGION,ETNGGCP01N,2043, 4.6270843960446371e+00
REGION,ETNGGCP01N,2044, 3.3904053742164550e+01
REGION,ETNGGCP01N,2045, 3.5145660895405840e+01
REGION,ETNGGCP01N,2048, 1.5233680588687153e+02
REGION,ETNGGCP01N,2050, 6.8994154424923025e+01
REGION,ETHFGCP02N,2069, 1.3919766171457768e+01
REGION,ETHFGCP02N,2070, 6.3209789318158471e+01
REGION,ETHYDMS03X,2015, 1297.48542
REGION,ETHYDMS03X,2017, 5.7495207000000009e+03
REGION,ETHYDMS03X,2019, 781.258401
REGION,ETHYDMS03X,2020, 2305.9575
REGION,ETHYDMS03X,2021, 3.3205788000000002e+03
REGION,ETHYDMS03X,2022, 3.3205788000000002e+03
REGION,ETHYDMS03X,2023, 8.0708512500000006e+03
REGION,ETHYDMS03X,2024, 8.0708512500000006e+03
REGION,ETHYDMS01X,2016, 31.888098
REGION,ETWINDP00X,2015, 3.2750944140039638e+02
REGION,ETWINDP00X,2068, 3.5023015117943578e+03
REGION,ETWINDP00X,2069, 2.8714952191396210e+03
REGION,ETWINDP00X,2070, 1.0055748091158728e+03
REGION,ETGOCVP02N,2020, 527.076
REGION,ETGOCVP02N,2021, 744.20203
REGION,ETGOCVP02N,2022, 436.3018
REGION,ETGOCVP02N,2023, 8.6967540000000008e+02
REGION,ETGOCVP02N,2024, 1083.434
REGION,ETGOCVP02N,2025, 8.6381900000000007e+02
REGION,ETGOCVP02N,2045, 2.9135256896081989e+02
REGION,ETGOCVP02N,2046, 1002.9085
REGION,ETGOCVP02N,2047, 999.24825
REGION,ETGOCVP02N,2048, 995.588
REGION,ETGOCVP02N,2049, 991.92775
REGION,ETGOCVP02N,2050, 988.2675
REGION,ETGOCVP02N,2057, 5.5631447070575284e+01
REGION,ETGOCVP02N,2058, 6.1812208029848136e+02
REGION,ETGOCVP02N,2059, 955.32525
REGION,ETGOCVP02N,2060, 951.665
REGION,ETGOCVP02N,2061, 948.00475
REGION,ETGOCVP02N,2062, 944.3445
REGION,ETGOCVP02N,2063, 940.68425
REGION,ETGOCVP02N,2064, 937.024
REGION,ETGOCVP02N,2065, 933.36375
REGION,ETGOCVP02N,2066, 929.7035
REGION,ETGOCVP02N,2067, 926.04325
REGION,ETGOCVP02N,2068, 922.383
REGION,ETGOCVP02N,2069, 918.72275
REGION,ETGOCVP02N,2070, 915.0625
REGION,ETEL00T00X,2016, 2.9376315978144689e+01
REGION,ETEL00T00X,2017, 1.2325423037786129e+02
REGION,ETEL00T00X,2018, 1.2261061059230137e+02
REGION,ETEL00T00X,2019, 1.2186976098147419e+02
REGION,ETEL00T00X,2020, 1.2113560579483853e+02
REGION,ETEL00T00X,2021, 7.3968695936709551e+01
REGION,ETEL00T00X,2022, 7.9135265511481492e+01
REGION,ETEL00T00X,2023, 84.6364355366872
REGION,ETEL00T00X,2024, 9.0496969465149391e+01
REGION,ETEL00T00X,2025, 9.6740391577313886e+01
REGION,ETEL00T00X,2026, 1.0236449618485244e+02
REGION,ETEL00T00X,2027, 1.0935691923712876e+02
REGION,ETEL00T00X,2028, 1.1677766521506362e+02
REGION,ETEL00T00X,2029, 1.2464637189246139e+02
REGION,ETEL00T00X,2030, 1.3300007591517883e+02
REGION,ETEL00T00X,2031, 1.5162218494115629e+02
REGION,ETEL00T00X,2032, 1.6305056644628073e+02
REGION,ETEL00T00X,2033, 1.7528430098909973e+02
REGION,ETEL00T00X,2034, 1.8839716390307959e+02
REGION,ETEL00T00X,2035, 2.3696588182060677e+02
REGION,ETEL00T00X,2036, 2.2424787853879954e+02
REGION,ETEL00T00X,2037, 2.4078887351794845e+02
REGION,ETEL00T00X,2038, 2.5860155816747721e+02
REGION,ETEL00T00X,2039, 2.7790141363866849e+02
REGION,ETEL00T00X,2040, 2.9868782187398563e+02
REGION,ETEL00T00X,2041, 2.2214666019598539e+02
REGION,ETEL00T00X,2042, 1.7706311603085112e+01
REGION,ETEL00T00X,2045, 3.7076587430658442e+01
REGION,ETEL00T00X,2046, 2.4819999999999471e+01
REGION,ETEL00T00X,2047, 3.5586242570689670e+01
REGION,ETEL00T00X,2048, 5.6295234379646253e+01
REGION,ETEL00T00X,2049, 78.1576926773212
REGION,ETEL00T00X,2050, 1.0123491508888672e+02
REGION,ETEL00T00X,2057, 4.4823488946088972e+00
REGION,ETEL00T00X,2058, 1.8283945573677638e+01
REGION,ETEL00T00X,2059, 2.9340467574844361e+01
REGION,ETEL00T00X,2060, 4.0688822589786163e+01
REGION,ETEL00T00X,2062, 1.1635673757932273e+02
REGION,ETEL00T00X,2063, 1.8152390711217541e+02
REGION,ETEL00T00X,2064, 2.0073933160786905e+02
REGION,ETEL00T00X,2065, 2.0733397708818262e+02
REGION,ETEL00T00X,2066, 2.6522155537264121e+02
REGION,ETEL00T00X,2067, 2.7956634031855668e+02
REGION,ETEL00T00X,2068, 2.8543087634408982e+02
REGION,ETEL00T00X,2069, 2.2582484073326751e+02
REGION,ETEL00TDTX,2016, 1.9130029190082698e+02
REGION,ETEL00TDTX,2017, 8.0263830187709141e+02
REGION,ETEL00TDTX,2018, 7.9844701456668759e+02
REGION,ETEL00TDTX,2019, 7.9362256130648234e+02
REGION,ETEL00TDTX,2020, 7.8884170250342936e+02
REGION,ETEL00TDTX,2021, 4.8168820101908221e+02
REGION,ETEL00TDTX,2022, 5.1533318518969929e+02
REGION,ETEL00TDTX,2023, 5.5115710582781253e+02
REGION,ETEL00TDTX,2024, 5.8932122389510835e+02
REGION,ETEL00TDTX,2025, 6.2997873079483873e+02
REGION,ETEL00TDTX,2026, 666.60320816925
REGION,ETEL00TDTX,2027, 7.1213825023214008e+02
REGION,ETEL00TDTX,2028, 760.46255465667
REGION,ETEL00TDTX,2029, 8.1170400370189691e+02
REGION,ETEL00TDTX,2030, 866.103782035035
REGION,ETEL00TDTX,2031, 9.8737197640173872e+02
REGION,ETEL00TDTX,2032, 1.0617942229757916e+03
REGION,ETEL00TDTX,2033, 1.1414609726602503e+03
REGION,ETEL00TDTX,2034, 1.2268526544691192e+03
REGION,ETEL00TDTX,2035, 1.5431348068476716e+03
REGION,ETEL00TDTX,2036, 1.4603144725996510e+03
REGION,ETEL00TDTX,2037, 1.5680303382597551e+03
REGION,ETEL00TDTX,2038, 1.6840275167350003e+03
REGION,ETEL00TDTX,2039, 1.8097092330897324e+03
REGION,ETEL00TDTX,2040, 1.9450714624993914e+03
REGION,ETEL00TDTX,2041, 1.4466312236159995e+03
REGION,ETEL00TDTX,2042, 1.1530447136813484e+02
REGION,ETEL00TDTX,2045, 2.4144476894227685e+02
REGION,ETEL00TDTX,2046, 1.6162919999999883e+02
REGION,ETEL00TDTX,2047, 2.3173956155143918e+02
REGION,ETEL00TDTX,2048, 3.6659765095062875e+02
REGION,ETEL00TDTX,2049, 5.0896717732800892e+02
REGION,ETEL00TDTX,2050, 6.5924731417747148e+02
REGION,ETEL00TDTX,2057, 2.9189301609847917e+01
REGION,ETEL00TDTX,2058, 1.1906605543582043e+02
REGION,ETEL00TDTX,2059, 1.9106673254423742e+02
REGION,ETEL00TDTX,2060, 264.967842229217
REGION,ETEL00TDTX,2062, 7.5772145082819463e+02
REGION,ETEL00TDTX,2063, 1.1820936296299453e+03
REGION,ETEL00TDTX,2064, 1.3072255268458744e+03
REGION,ETEL00TDTX,2065, 1.3501702195641105e+03
REGION,ETEL00TDTX,2066, 1.7271373012746055e+03
REGION,ETEL00TDTX,2067, 1.8205513268580166e+03
REGION,ETEL00TDTX,2068, 1.8587415068007354e+03
REGION,ETEL00TDTX,2069, 1.4705837368189170e+03
REGION,ETLFRCFURX,2069, 1.4530314011611694e+02
REGION,ETLFRCFURX,2070, 6.5982292811968637e+02
REGION,ETSOU1P03X,2070, 1.0953097982933905e+03
REGION,ETSOV1F01X,2015, 3.124
REGION,ETSOV1F01X,2016, 5.9048000000000007e+00
REGION,ETSOV1F01X,2017, 2.7808
REGION,ETSOV1F01X,2041, 4.5221701160358577e+02
REGION,ETSOV1F01X,2042, 3.8167143794907665e+03
REGION,ETSOV1F01X,2043, 4274.98129845006
REGION,ETSOV1F01X,2044, 4.4691121302851088e+03
REGION,ETSOV1F01X,2045, 4422
REGION,ETSOV1F01X,2046, 4356
REGION,ETSOV1F01X,2047, 4290
REGION,ETSOV1F01X,2048, 4224
REGION,ETSOV1F01X,2049, 4158
REGION,ETSOV1F01X,2050, 4092
REGION,ETSOV1F01X,2051, 4026
REGION,ETSOV1F01X,2052, 3960
REGION,ETSOV1F01X,2053, 3894
REGION,ETSOV1F01X,2054, 3828
REGION,ETSOV1F01X,2055, 3762
REGION,ETSOV1F01X,2056, 3696
REGION,ETSOV1F01X,2057, 3630
REGION,ETSOV1F01X,2058, 3564
REGION,ETSOV1F01X,2059, 3498
REGION,ETSOV1F01X,2060, 3432
REGION,ETSOV1F01X,2061, 3366
REGION,ETSOV1F01X,2062, 3300
REGION,ETSOV1F01X,2063, 3234
REGION,ETSOV1F01X,2064, 3168
REGION,ETSOV1F01X,2065, 3102
REGION,ETSOV1F01X,2066, 3036
REGION,ETSOV1F01X,2067, 2970
REGION,ETSOV1F01X,2068, 2904
REGION,ETSOV1F01X,2069, 2838
REGION,ETSOV1F01X,2070, 2772
REGION,ETSOV2F01X,2046, 9.2501739100754662e+02
REGION,ETSOV2F01X,2047, 1.0618568846186249e+03
REGION,ETSOV2F01X,2048, 1.0459290313493450e+03
REGION,ETSOV2F01X,2049, 1.0302400958791050e+03
REGION,ETSOV2F01X,2050, 1014.78649444092
REGION,ETSOV2F01X,2051, 1.6851355591484054e+02
REGION,ETSOV2F01X,2052, 3.1137705488844364e+02
REGION,ETSOV2F01X,2053, 4.5410499969964235e+02
REGION,ETSOV2F01X,2054, 596.533779400806
REGION,ETSOV2F01X,2055, 7.3880666830577445e+02
REGION,ETSOV2F01X,2056, 926.812882263035
REGION,ETSOV2F01X,2057, 912.910689029085
REGION,ETSOV2F01X,2058, 899.21702869365
REGION,ETSOV2F01X,2059, 885.728773263245
REGION,ETSOV2F01X,2060, 872.442841664295
REGION,ETSOV2F01X,2061, 859.356199039335
REGION,ETSOV2F01X,2062, 846.465856053745
REGION,ETSOV2F01X,2063, 833.768868212935
REGION,ETSOV2F01X,2064, 821.262335189745
REGION,ETSOV2F01X,2065, 808.943400161895
REGION,ETSOV2F01X,2066, 796.80924915947
REGION,ETSOV2F01X,2067, 784.857110422075
REGION,ETSOV2F01X,2068, 773.084253765745
REGION,ETSOV2F01X,2069, 761.48798995926
REGION,ETSOV2F01X,2070, 750.06567010987
REGION,SDNG00ILGX,2033, 6.2571126267709644e+01
REGION,SDNG00ELGX,2025, 1.0234914421971907e+03
REGION,SDCOSCP04N,2040, 2543.40524984104
REGION,SDCOSCP04N,2041, 3.6841957402911056e+01
REGION,SDCOSCP04N,2042, 2.2594502314183792e+03
REGION,SDCOSCP04N,2043, 1.5530938066718716e+02
REGION,SDCOSCP04N,2048, 6.4227402430194234e+03
REGION,SDNGCCP02N,2021, 1.2151511966889177e+03
REGION,SDNGCCP02N,2022, 1.1920284036867517e+02
REGION,SDHYDMS03X,2017, 9.8387520000000006e+02
REGION,SDHYDMS03X,2023, 3535.8015
REGION,SDHYDMS02X,2023, 3312.90040144352
REGION,SDHYDMS02X,2025, 3.2060092818461828e+02
REGION,SDHYDMS02X,2033, 1.8122479023718631e+03
REGION,SDHYDMS01X,2017, 72.47295
REGION,SDGOCVP02N,2024, 433.3736
REGION,SDGOCVP02N,2025, 4.3190950000000004e+02
REGION,SDGOCVP02N,2026, 430.4454
REGION,SDGOCVP02N,2027, 4.2898130000000015e+02
REGION,SDGOCVP02N,2049, 396.7711
REGION,SDGOCVP02N,2050, 395.307
REGION,SDGOCVP02N,2051, 3.9384290000000004e+02
REGION,SDGOCVP02N,2052, 392.3788
REGION,SDEL00T00X,2016, 6.8223841751064427e+01
REGION,SDEL00T00X,2021, 4.7307707742855655e+01
REGION,SDEL00T00X,2022, 5.8990303603132020e+01
REGION,SDEL00T00X,2023, 6.4693657251311919e+01
REGION,SDEL00T00X,2024, 6.7505726582106718e+01
REGION,SDEL00T00X,2025, 7.2302021662927388e+01
REGION,SDEL00T00X,2026, 8.0394745901016350e+01
REGION,SDEL00T00X,2027, 8.3021978662620413e+01
REGION,SDEL00T00X,2028, 8.8871422749864166e+01
REGION,SDEL00T00X,2029, 9.5140963070828164e+01
REGION,SDEL00T00X,2030, 6.1865462281489265e+01
REGION,SDEL00T00X,2031, 1.9837756174180470e+01
REGION,SDEL00T00X,2040, 2.2215436514134463e+01
REGION,SDEL00T00X,2043, 1.5601291406561170e+01
REGION,SDEL00T00X,2044, 8.9201435060229471e+01
REGION,SDEL00T00X,2045, 68.6780923440031
REGION,SDEL00T00X,2046, 1.2963348452481182e+02
REGION,SDEL00T00X,2047, 1.0992711554241066e+02
REGION,SDEL00T00X,2048, 5.4471986666115612e+01
REGION,SDEL00T00X,2049, 1.3272026595934992e+02
REGION,SDEL00T00X,2050, 1.1602708504828885e+02
REGION,SDEL00T00X,2051, 7.7993155119497388e+01
REGION,SDEL00T00X,2052, 9.4894950530286664e+01
REGION,SDEL00T00X,2053, 8.2853404042965266e+01
REGION,SDEL00T00X,2054, 9.4478816735343685e+01
REGION,SDEL00T00X,2055, 1.1451299171843447e+01
REGION,SDEL00T00X,2056, 9.9951597256014111e+01
REGION,SDEL00T00X,2057, 1.1239851724831345e+02
REGION,SDEL00T00X,2058, 1.2819060833208852e+02
REGION,SDEL00T00X,2059, 1.3665644750547887e+02
REGION,SDEL00T00X,2060, 1.4390977639881652e+02
REGION,SDEL00T00X,2061, 8.5374791316877733e+01
REGION,SDEL00T00X,2062, 94.5778035123029
REGION,SDEL00T00X,2063, 9.7127482676638891e+01
REGION,SDEL00T00X,2064, 7.3827997177819455e+01
REGION,SDEL00T00X,2065, 1.0853590477558076e+02
REGION,SDEL00T00X,2066, 6.1685623858939280e+01
REGION,SDEL00T00X,2067, 9.7013156381243618e+01
REGION,SDEL00T00X,2068, 1.6889472323253790e+02
REGION,SDEL00T00X,2069, 1.0792726672640542e+02
REGION,SDEL00T00X,2070, 1.6310662116551075e+02
REGION,SDEL00TDTX,2016, 4.4427733322562864e+02
REGION,SDEL00TDTX,2021, 3.0807038502464076e+02
REGION,SDEL00TDTX,2022, 3.8414808940899724e+02
REGION,SDEL00TDTX,2023, 4.2128864087847529e+02
REGION,SDEL00TDTX,2024, 4.3960099044660024e+02
REGION,SDEL00TDTX,2025, 4.7083472682359519e+02
REGION,SDEL00TDTX,2026, 523.534990498973
REGION,SDEL00TDTX,2027, 5.4064367420050132e+02
REGION,SDEL00TDTX,2028, 5.7873557461411406e+02
REGION,SDEL00TDTX,2029, 6.1956316472069011e+02
REGION,SDEL00TDTX,2030, 4.0287128026540256e+02
REGION,SDEL00TDTX,2031, 1.2918455520660339e+02
REGION,SDEL00TDTX,2040, 1.4466813986423472e+02
REGION,SDEL00TDTX,2043, 1.0159646450475297e+02
REGION,SDEL00TDTX,2044, 5.8088463286207718e+02
REGION,SDEL00TDTX,2045, 4.4723550052728740e+02
REGION,SDEL00TDTX,2046, 8.4418035443020165e+02
REGION,SDEL00TDTX,2047, 7.1585139981576629e+02
REGION,SDEL00TDTX,2048, 3.5472456193613334e+02
REGION,SDEL00TDTX,2049, 8.6428164427062393e+02
REGION,SDEL00TDTX,2050, 7.5557473548294627e+02
REGION,SDEL00TDTX,2051, 5.0789569973570696e+02
REGION,SDEL00TDTX,2052, 6.1796111757654023e+02
REGION,SDEL00TDTX,2053, 5.3954590704033751e+02
REGION,SDEL00TDTX,2054, 6.1525123150201819e+02
REGION,SDEL00TDTX,2055, 7.4571487675493984e+01
REGION,SDEL00TDTX,2056, 6.5089027813100893e+02
REGION,SDEL00TDTX,2057, 7.3194530314387316e+02
REGION,SDEL00TDTX,2058, 8.3478426560147977e+02
REGION,SDEL00TDTX,2059, 8.8991427418019123e+02
REGION,SDEL00TDTX,2060, 9.3714834937629087e+02
REGION,SDEL00TDTX,2061, 5.5596531912626142e+02
REGION,SDEL00TDTX,2062, 6.1589583881750787e+02
REGION,SDEL00TDTX,2063, 632.499489244117
REGION,SDEL00TDTX,2064, 4.8077196299166280e+02
REGION,SDEL00TDTX,2065, 7.0679175907144270e+02
REGION,SDEL00TDTX,2066, 4.0170016260359597e+02
REGION,SDEL00TDTX,2067, 6.3175499014404556e+02
REGION,SDEL00TDTX,2068, 1.0998516921956623e+03
REGION,SDEL00TDTX,2069, 7.0282827474518012e+02
REGION,SDEL00TDTX,2070, 1.0621592543789077e+03
REGION,SDLFRCFURX,2015, 0.241336856110229
REGION,SDLFRCFURX,2016, 8.6594646509853135e+00
REGION,SDSOU1P03X,2052, 4.3040287080919524e+02
REGION,SDSOU1P03X,2053, 1.4811559271797850e+02
REGION,SDSOU1P03X,2054, 3.0945374754231437e+02
REGION,SDSOU1P03X,2055, 3300
REGION,SDSOU1P03X,2056, 3.2472000000000003e+03
REGION,SDSOU1P03X,2057, 3.1943999999999996e+03
REGION,SDSOU1P03X,2058, 2.4491568419831838e+03
REGION,SDSOU1P03X,2059, 4.3261711453837677e+02
REGION,SDSOU1P03X,2060, 3.8836315485398828e+01
REGION,SDSOU1P03X,2061, 1.4275213635097239e+03
REGION,SDSOU1P03X,2062, 7.1316621667814934e+02
REGION,SDSOU1P03X,2063, 1.1239336590822941e+03
REGION,SDSOU1P03X,2064, 2824.8
REGION,SDSOU1P03X,2065, 1.7558326042432191e+03
REGION,SDSOU1P03X,2066, 1.3426357071688947e+03
REGION,SDSOU1P03X,2067, 2.6663999999999996e+03
REGION,SDSOU1P03X,2068, 2.6136000000000004e+03
REGION,SDSOU1P03X,2069, 8.8360542312066320e+02
REGION,SDSOU1P03X,2070, 2.0543903615794397e+03
REGION,SDSOV1F01X,2015, 9.372
REGION,SDSOV1F01X,2016, 2.9524000000000004e+00
REGION,SDSOV1F01X,2017, 2.7808
REGION,SDSOV1F01X,2031, 9.0559389703295631e+02
REGION,SDSOV1F01X,2032, 1.7672974190633802e+03
REGION,SDSOV1F01X,2033, 1.9669515572182042e+03
REGION,SDSOV1F01X,2034, 2.1811253781728051e+03
REGION,SDSOV1F01X,2036, 1.8433350686736974e+03
REGION,SDSOV1F01X,2037, 2.0554574714568521e+03
REGION,SDSOV1F01X,2038, 2.3844249766067542e+03
REGION,SDSOV1F01X,2039, 2409
REGION,SDSOV1F01X,2040, 2376
REGION,SDSOV1F01X,2041, 2.1659466353475377e+03
REGION,SDSOV1F01X,2042, 2.3331892828926007e+03
REGION,SDSOV1F01X,2043, 2.2462469557692807e+03
REGION,SDSOV1F01X,2044, 1.2187494654541688e+03
REGION,SDSOV1F01X,2045, 2.2925561735109659e+03
REGION,SDSOV1F01X,2046, 4.5544957257882288e+02
REGION,SDSOV1F01X,2047, 1.5217527529411109e+03
REGION,SDSOV1F01X,2048, 3.8005395819465080e+03
REGION,SDSOV1F01X,2049, 1.5337974169032784e+03
REGION,SDSOV1F01X,2050, 3178.78190016969
REGION,SDSOV1F01X,2051, 2.9840112514221241e+03
REGION,SDSOV1F01X,2052, 3.2237559682481210e+03
REGION,SDSOV1F01X,2053, 3894
REGION,SDSOV1F01X,2054, 3828
REGION,SDSOV1F01X,2055, 3762
REGION,SDSOV1F01X,2056, 3696
REGION,SDSOV1F01X,2057, 3630
REGION,SDSOV1F01X,2058, 3564
REGION,SDSOV1F01X,2059, 3498
REGION,SDSOV1F01X,2060, 3432
REGION,SDSOV1F01X,2061, 3366
REGION,SDSOV1F01X,2062, 3300
REGION,SDSOV1F01X,2063, 3234
REGION,SDSOV1F01X,2064, 3168
REGION,SDSOV1F01X,2065, 3102
REGION,SDSOV1F01X,2066, 3036
REGION,SDSOV1F01X,2067, 2970
REGION,SDSOV1F01X,2068, 2904
REGION,SDSOV1F01X,2069, 2838
REGION,SDSOV1F01X,2070, 2772
REGION,SDSOV2F01X,2030, 652.575
REGION,SDSOV2F01X,2031, 1292.0985
REGION,SDSOV2F01X,2032, 1279.177515
REGION,SDSOV2F01X,2033, 1266.38573985
REGION,SDSOV2F01X,2034, 1253.7218824515
REGION,SDSOV2F01X,2035, 1.1751062730782562e+02
REGION,SDSOV2F01X,2036, 1.2287728169907150e+03
REGION,SDSOV2F01X,2037, 1216.48508882081
REGION,SDSOV2F01X,2038, 1204.3202379326
REGION,SDSOV2F01X,2039, 1.1922770355532750e+03
REGION,SDSOV2F01X,2040, 1180.35426519774
REGION,SDSOV2F01X,2041, 1.1626489512197750e+03
REGION,SDSOV2F01X,2042, 1145.20921695148
REGION,SDSOV2F01X,2043, 1.1280310786972050e+03
REGION,SDSOV2F01X,2044, 1111.11061251675
REGION,SDSOV2F01X,2045, 1.0944439533289949e+03
REGION,SDSOV2F01X,2046, 1078.02729402906
REGION,SDSOV2F01X,2047, 1.0618568846186249e+03
REGION,SDSOV2F01X,2048, 1.0459290313493450e+03
REGION,SDSOV2F01X,2049, 1.0302400958791050e+03
REGION,SDSOV2F01X,2050, 1014.78649444092
REGION,SDSOV2F01X,2051, 999.564697024305
REGION,SDSOV2F01X,2052, 984.57122656894
REGION,SDSOV2F01X,2053, 969.802658170405
REGION,SDSOV2F01X,2054, 955.25561829785
REGION,SDSOV2F01X,2055, 940.926784023385
REGION,SDSOV2F01X,2056, 926.812882263035
REGION,SDSOV2F01X,2057, 912.910689029085
REGION,SDSOV2F01X,2058, 899.21702869365
REGION,SDSOV2F01X,2059, 885.728773263245
REGION,SDSOV2F01X,2060, 872.442841664295
REGION,SDSOV2F01X,2061, 859.356199039335
REGION,SDSOV2F01X,2062, 846.465856053745
REGION,SDSOV2F01X,2063, 833.768868212935
REGION,SDSOV2F01X,2064, 821.262335189745
REGION,SDSOV2F01X,2065, 808.943400161895
REGION,SDSOV2F01X,2066, 796.80924915947
REGION,SDSOV2F01X,2067, 784.857110422075
REGION,SDSOV2F01X,2068, 773.084253765745
REGION,SDSOV2F01X,2069, 761.48798995926
REGION,SDSOV2F01X,2070, 750.06567010987
REGION,ETELKEBP00,2019, 1260
REGION,SSCRUDPROX,2020, 7.4293666704650869e+00
REGION,SSNGCCP02N,2020, 2.4040757143262641e+02
REGION,SSNGCCP02N,2021, 1.7665056597846426e+01
REGION,SSNGCCP02N,2022, 1.8799879599473922e+01
REGION,SSNGCCP02N,2023, 2.3812070726896889e-01
REGION,SSNGCCP02N,2034, 2.6542543810880424e+01
REGION,SSNGCCP02N,2035, 4.7182163794500028e+01
REGION,SSNGCCP02N,2036, 5.0550037016918552e+01
REGION,SSNGCCP02N,2037, 5.4113845921585494e+01
REGION,SSNGCCP02N,2038, 4.7717198721754208e+01
REGION,SSNGCCP02N,2039, 6.2665586353722539e+01
REGION,SSNGCCP02N,2040, 6.7611312507080228e+01
REGION,SSNGCCP02N,2041, 5.7504728486364492e+01
REGION,SSNGCCP02N,2050, 1.6238760120735276e+02
REGION,SSNGCCP02N,2051, 8.5602784830305314e+00
REGION,SSNGCCP02N,2063, 9.89243680232701
REGION,SSNGCCP02N,2064, 2.6972813818135279e+01
REGION,SSNGCCP02N,2065, 4.7182163794499978e+01
REGION,SSNGCCP02N,2066, 5.0550037016918637e+01
REGION,SSNGCCP02N,2067, 5.4113845921585522e+01
