r,t,y,CapitalInvestment
REGION,EGLFRCP04N,2016, 7.5794400000000007e+02
REGION,EGNGCCP01N,2015, 559.02
REGION,EGNGCCP01N,2034, 931.7
REGION,EGNGCCP01N,2035, 9.2184842849021425e+02
REGION,EGNGCCP01N,2038, 8.4843621917676228e+02
REGION,EGNGCCP01N,2039, 3.7208800794609078e+02
REGION,EGNGCCP01N,2040, 931.7
REGION,EGNGCCP01N,2041, 1.3975500000000002e+03
REGION,EGNGCCP01N,2042, 7.1243535951218337e+02
REGION,EGNGCCP01N,2043, 4.1260567309075037e+02
REGION,EGNGCCP01N,2044, 9.1426618964395141e+02
REGION,EGNGCCP01N,2046, 1.3975500000000002e+03
REGION,EGNGCCP01N,2047, 1.3975500000000002e+03
REGION,EGNGCCP01N,2048, 1.3975500000000002e+03
REGION,EGNGCCP01N,2049, 1.3975500000000002e+03
REGION,EGNGCCP01N,2050, 1.3975500000000002e+03
REGION,EGNGCCP01N,2051, 3.4678700955667672e+01
REGION,EGNGCCP01N,2052, 4.7749881720277989e+02
REGION,EGNGCCP01N,2053, 4.2006607201314773e+02
REGION,EGNGCCP01N,2054, 3.1535804601139995e+02
REGION,EGNGCCP01N,2055, 1.2626603474786075e+03
REGION,EGNGCCP01N,2056, 5.5251412940070361e+02
REGION,EGNGCCP01N,2060, 1.1314872879199129e+03
REGION,EGNGCCP01N,2063, 2329.25
REGION,EGNGCCP01N,2064, 1.5524292356484625e+03
REGION,EGNGCCP01N,2065, 7.5565889191805536e+02
REGION,EGNGCCP01N,2067, 2329.25
REGION,EGNGCCP01N,2068, 1.2503134374725591e+03
REGION,EGNGCCP01N,2070, 2329.25
REGION,EGNGCCP02N,2018, 8944.32
REGION,EGNGCCP02N,2033, 3.4373678755882366e+02
REGION,EGNGCCP02N,2034, 9.2532392945600748e+02
REGION,EGNGCCP02N,2036, 8.9082293640468856e+02
REGION,EGNGCCP02N,2040, 931.7
REGION,EGNGCCP02N,2045, 8.1237745901243966e+02
REGION,EGNGCCP02N,2046, 1.3975500000000002e+03
REGION,EGNGCCP02N,2047, 1.3975500000000002e+03
REGION,EGNGCCP02N,2048, 1.3975500000000002e+03
REGION,EGNGCCP02N,2049, 1.3975500000000002e+03
REGION,EGNGCCP02N,2050, 1.2257679852801121e+02
REGION,EGNGCCP02N,2051, 1.3975500000000002e+03
REGION,EGNGCCP02N,2053, 1.3975500000000002e+03
REGION,EGNGCCP02N,2054, 1.3975500000000002e+03
REGION,EGNGCCP02N,2056, 1.3975500000000002e+03
REGION,EGNGCCP02N,2057, 5.7051721621633692e+02
REGION,EGNGCCP02N,2058, 9.6357391064093258e+02
REGION,EGNGCCP02N,2061, 2.1133265363256323e+03
REGION,EGNGCCP02N,2063, 2.8263424943326129e+02
REGION,EGNGCCP02N,2065, 2329.25
REGION,EGNGCCP02N,2066, 2.4553672024587945e+02
REGION,EGNGCCP02N,2069, 2.0203745613579183e+03
REGION,EGNGCCP04N,2015, 232.925
REGION,EGNGCCP04N,2016, 465.85
REGION,EGNGCCP04N,2017, 6.9877500000000009e+02
REGION,EGNGCCP04N,2018, 4472.16
REGION,EGNGCCP04N,2037, 8.5315921107498559e+02
REGION,EGNGCCP04N,2039, 931.7
REGION,EGNGCCP04N,2040, 931.7
REGION,EGNGCCP04N,2041, 3.2934698527473182e+02
REGION,EGNGCCP04N,2043, 1.3975500000000002e+03
REGION,EGNGCCP04N,2045, 1.3975500000000002e+03
REGION,EGNGCCP04N,2046, 1.3975500000000002e+03
REGION,EGNGCCP04N,2047, 1.3975500000000002e+03
REGION,EGNGCCP04N,2048, 1.3975500000000002e+03
REGION,EGNGCCP04N,2049, 1.3975500000000002e+03
REGION,EGNGCCP04N,2051, 1.3975500000000002e+03
REGION,EGNGCCP04N,2052, 1.3975500000000002e+03
REGION,EGNGCCP04N,2055, 1.3975500000000002e+03
REGION,EGNGCCP04N,2056, 1.3975500000000002e+03
REGION,EGNGCCP04N,2059, 1.0745508437920373e+03
REGION,EGNGCCP04N,2062, 2.1692557188569913e+03
REGION,EGNGCCP04N,2064, 2329.25
REGION,EGNGCCP04N,2066, 2329.25
REGION,EGNGCCP04N,2067, 3.1410006096295874e+01
REGION,EGNGCCP04N,2068, 2329.25
REGION,EGNGCCP04N,2069, 2329.25
REGION,EGNGCCP04N,2070, 2.1867988849460626e+03
REGION,EGNGGCP04N,2015, 943.8
REGION,EGNGGCP04N,2016, 314.6
REGION,EGNGGCP04N,2017, 159.72
REGION,EGNGGCP04N,2018, 943.8
REGION,EGNGGCP04N,2040, 1.8974661843312782e+02
REGION,EGNGGCP04N,2041, 9.2448776871790386e+01
REGION,EGNGGCP04N,2043, 726
REGION,EGNGGCP04N,2044, 2.7631156784422944e+02
REGION,EGNGGCP04N,2047, 726
REGION,EGNGGCP04N,2048, 726
REGION,EGNGGCP04N,2054, 1.1137290709045453e+02
REGION,EGNGGCP04N,2055, 1.0883987750611141e+02
REGION,EGNGGCP04N,2056, 1.8722794217467589e+02
REGION,EGNGGCP04N,2057, 1.7302399086786059e+02
REGION,EGNGGCP04N,2059, 1.8912264619119051e+02
REGION,EGNGGCP04N,2060, 2.4834874078658427e+02
REGION,EGNGGCP04N,2062, 1.0485336479548097e+02
REGION,EGNGGCP04N,2063, 6.1934133472634954e+01
REGION,EGNGGCP04N,2068, 6.1151255269596470e+02
REGION,EGNGGCP04N,2069, 3.4796382881830107e+02
REGION,EGNGGCP04N,2070, 5.9315567484232326e+02
REGION,EGHFGCP01N,2016, 1775.07
REGION,EGHFGCP02N,2015, 1775.07
REGION,EGHYDMS03X,2023, 1537.305
REGION,EGHYDMS03X,2031, 1.2356003953372684e+02
REGION,EGHYDMS03X,2032, 1.6764849925464734e+01
REGION,EGHYDMS03X,2033, 1.3969801105408098e+03
REGION,EGHYDMS03X,2041, 1537.305
REGION,EGHYDMS02X,2018, 9.8387520000000009e+01
REGION,EGHYDMS02X,2023, 7.6865249999999992e+02
REGION,EGHYDMS02X,2031, 768.6525
REGION,EGHYDMS02X,2033, 768.6525
REGION,EGHYDMS02X,2041, 768.6525
REGION,EGWINDP00X,2015, 5.2054480752380880e+02
REGION,EGWINDP00X,2016, 431.018484244006
REGION,EGWINDP00X,2018, 7.2331731499363559e+02
REGION,EGWINDP00X,2021, 523.19829390968
REGION,EGWINDP00X,2022, 521.4677593102
REGION,EGWINDP00X,2023, 519.73722471072
REGION,EGWINDP00X,2024, 5.1800669011123750e+02
REGION,EGWINDP00X,2025, 5.1627615551175745e+02
REGION,EGWINDP00X,2026, 5.1454562091227751e+02
REGION,EGWINDP00X,2027, 512.815086312795
REGION,EGWINDP00X,2028, 511.084551713315
REGION,EGWINDP00X,2029, 509.354017113835
REGION,EGWINDP00X,2030, 5.0762348251435247e+02
REGION,EGWINDP00X,2031, 1.0129395855627350e+03
REGION,EGWINDP00X,2032, 1010.63220609676
REGION,EGWINDP00X,2033, 1.0083248266307850e+03
REGION,EGWINDP00X,2034, 1006.01744716481
REGION,EGWINDP00X,2035, 1.0037100676988350e+03
REGION,EGWINDP00X,2036, 1001.40268823286
REGION,EGWINDP00X,2037, 999.095308766885
REGION,EGWINDP00X,2038, 996.78792930091
REGION,EGWINDP00X,2039, 994.48054983494
REGION,EGWINDP00X,2040, 992.173170368965
REGION,EGWINDP00X,2041, 1.4847986863544852e+03
REGION,EGWINDP00X,2042, 1.4813376171555226e+03
REGION,EGWINDP00X,2043, 1477.87654795656
REGION,EGWINDP00X,2044, 1.4744154787575974e+03
REGION,EGWINDP00X,2045, 1.4709544095586350e+03
REGION,EGWINDP00X,2046, 1.4674933403596801e+03
REGION,EGWINDP00X,2047, 1.4640322711607175e+03
REGION,EGWINDP00X,2048, 1.4605712019617549e+03
REGION,EGWINDP00X,2049, 1.4571101327627925e+03
REGION,EGWINDP00X,2050, 1453.64906356383
REGION,EGWINDP00X,2051, 1.4501879943648673e+03
REGION,EGWINDP00X,2052, 1.4467269251659050e+03
REGION,EGWINDP00X,2053, 1.4432658559669426e+03
REGION,EGWINDP00X,2054, 1.4398047867679875e+03
REGION,EGWINDP00X,2055, 1.4363437175690249e+03
REGION,EGWINDP00X,2056, 1.4328826483700625e+03
REGION,EGWINDP00X,2057, 1429.4215791711
REGION,EGWINDP00X,2058, 1.4259605099721375e+03
REGION,EGWINDP00X,2059, 1.4224994407731751e+03
REGION,EGWINDP00X,2060, 1.4190383715742125e+03
REGION,EGWINDP00X,2061, 1887.436403167
REGION,EGWINDP00X,2062, 1882.82164423506
REGION,EGWINDP00X,2063, 1878.20688530311
REGION,EGWINDP00X,2064, 1873.59212637116
REGION,EGWINDP00X,2065, 1868.97736743921
REGION,EGWINDP00X,2066, 1864.36260850726
REGION,EGWINDP00X,2067, 1859.74784957531
REGION,EGWINDP00X,2068, 1855.13309064336
REGION,EGWINDP00X,2069, 1850.51833171142
REGION,EGWINDP00X,2070, 1845.90357277947
REGION,EGWINDP01X,2022, 1251.14
REGION,EGWINDP01X,2023, 1227.8475
REGION,EGWINDP01X,2057, 2.2322514574842455e+02
REGION,EGWINDP01X,2058, 2.1723076533386279e+03
REGION,EGWINDP01X,2059, 2325.9225
REGION,EGWINDP01X,2060, 2.2959750000000004e+03
REGION,EGWINDP01X,2066, 2821.72
REGION,EGWINDP01X,2067, 2781.79
REGION,EGWINDP01X,2068, 2741.86
REGION,EGWINDP01X,2069, 2701.93
REGION,EGWINDP01X,2070, 2662
REGION,EGEL00T00X,2024, 1.0215104985650794e+02
REGION,EGEL00T00X,2025, 1.8440886927875616e+02
REGION,EGEL00T00X,2026, 1.8399259643614235e+02
REGION,EGEL00T00X,2027, 1.8357773150618513e+02
REGION,EGEL00T00X,2028, 1.8316426814693662e+02
REGION,EGEL00T00X,2029, 1.8275220005211949e+02
REGION,EGEL00T00X,2030, 1.8234152095087177e+02
REGION,EGEL00T00X,2031, 7.0029493688087177e+02
REGION,EGEL00T00X,2032, 6.9872476886096990e+02
REGION,EGEL00T00X,2033, 6.9715987576162036e+02
REGION,EGEL00T00X,2034, 6.9560023398136070e+02
REGION,EGEL00T00X,2035, 6.9404582005075122e+02
REGION,EGEL00T00X,2036, 6.9249661063098927e+02
REGION,EGEL00T00X,2037, 6.9095258251350185e+02
REGION,EGEL00T00X,2038, 6.8941371261940560e+02
REGION,EGEL00T00X,2039, 6.8787997799733853e+02
REGION,EGEL00T00X,2040, 6.8635135582384680e+02
REGION,EGEL00T00X,2041, 8.0101066848619678e+02
REGION,EGEL00T00X,2042, 7.9923459161579274e+02
REGION,EGEL00T00X,2043, 7.9746441533329039e+02
REGION,EGEL00T00X,2044, 7.9570011352931272e+02
REGION,EGEL00T00X,2045, 7.9394166023988066e+02
REGION,EGEL00T00X,2046, 7.9218902964332415e+02
REGION,EGEL00T00X,2047, 7.9044219606074694e+02
REGION,EGEL00T00X,2048, 7.8870113395500346e+02
REGION,EGEL00T00X,2049, 7.8696581792857808e+02
REGION,EGEL00T00X,2050, 7.8523622272444254e+02
REGION,EGEL00T00X,2051, 8.6949353869017523e+02
REGION,EGEL00T00X,2052, 8.9949016122519481e+02
REGION,EGEL00T00X,2053, 9.3050361494485821e+02
REGION,EGEL00T00X,2054, 962.568445976999
REGION,EGEL00T00X,2055, 9.9572037504718958e+02
REGION,EGEL00T00X,2056, 1.0299963374495430e+03
REGION,EGEL00T00X,2057, 1.0654345243817115e+03
REGION,EGEL00T00X,2058, 1.1020744256846310e+03
REGION,EGEL00T00X,2059, 1.1399568740405061e+03
REGION,EGEL00T00X,2060, 1.1791240906746928e+03
REGION,EGEL00T00X,2061, 1.2196197326149186e+03
REGION,EGEL00T00X,2062, 1261.4889415603
REGION,EGEL00T00X,2063, 1.3047783944134144e+03
REGION,EGEL00T00X,2064, 1.3495363555369029e+03
REGION,EGEL00T00X,2065, 1.3958127307868951e+03
REGION,EGEL00T00X,2066, 1.4436591233888196e+03
REGION,EGEL00T00X,2067, 1.4931288917162217e+03
REGION,EGEL00T00X,2068, 1.5442772090381770e+03
REGION,EGEL00T00X,2069, 1.5971611253022695e+03
REGION,EGEL00T00X,2070, 1.6518396310212006e+03
REGION,EGEL00TDTX,2024, 675.158489978929
REGION,EGEL00TDTX,2025, 1.2185778500322542e+03
REGION,EGEL00TDTX,2026, 1.2158271099644764e+03
REGION,EGEL00TDTX,2027, 1.2130856734143749e+03
REGION,EGEL00TDTX,2028, 1.2103534984742578e+03
REGION,EGEL00TDTX,2029, 1.2076305434720814e+03
REGION,EGEL00TDTX,2030, 1.2049167669698538e+03
REGION,EGEL00TDTX,2031, 4.6275642918389221e+03
REGION,EGEL00TDTX,2032, 4.6171885871487757e+03
REGION,EGEL00TDTX,2033, 4.6068477392492287e+03
REGION,EGEL00TDTX,2034, 4.5965415921813892e+03
REGION,EGEL00TDTX,2035, 4.5862699908585209e+03
REGION,EGEL00TDTX,2036, 4.5760327810574618e+03
REGION,EGEL00TDTX,2037, 4.5658298094154334e+03
REGION,EGEL00TDTX,2038, 4555.6609234266
REGION,EGEL00TDTX,2039, 4.5455259714277981e+03
REGION,EGEL00TDTX,2040, 4.5354248026014038e+03
REGION,EGEL00TDTX,2041, 5.2930960537549654e+03
REGION,EGEL00TDTX,2042, 5.2813596988677018e+03
REGION,EGEL00TDTX,2043, 5.2696623351944781e+03
REGION,EGEL00TDTX,2044, 5.2580037902041940e+03
REGION,EGEL00TDTX,2045, 5246.38389232618
REGION,EGEL00TDTX,2046, 5.2348024709303218e+03
REGION,EGEL00TDTX,2047, 5.2232593563298342e+03
REGION,EGEL00TDTX,2048, 5211.7543797749
REGION,EGEL00TDTX,2049, 5200.28737343789
REGION,EGEL00TDTX,2050, 5.1888581704200360e+03
REGION,EGEL00TDTX,2051, 5.7456323610573090e+03
REGION,EGEL00TDTX,2052, 5.9438507002289543e+03
REGION,EGEL00TDTX,2053, 6.1487882821553867e+03
REGION,EGEL00TDTX,2054, 6.3606733884066080e+03
REGION,EGEL00TDTX,2055, 6.5797420623200342e+03
REGION,EGEL00TDTX,2056, 6.8062383731288355e+03
REGION,EGEL00TDTX,2057, 7.0404146891038827e+03
REGION,EGEL00TDTX,2058, 7.2825319599799350e+03
REGION,EGEL00TDTX,2059, 7.5328600090157506e+03
REGION,EGEL00TDTX,2060, 7.7916778349941160e+03
REGION,EGEL00TDTX,2061, 8.0592739245107814e+03
REGION,EGEL00TDTX,2062, 8.3359465749031515e+03
REGION,EGEL00TDTX,2063, 8.6220042281664410e+03
REGION,EGEL00TDTX,2064, 8917.76581626684
REGION,EGEL00TDTX,2065, 9.2235611181955283e+03
REGION,EGEL00TDTX,2066, 9539.73112919714
REGION,EGEL00TDTX,2067, 9.8666284425734157e+03
REGION,EGEL00TDTX,2068, 1.0204617644496044e+04
REGION,EGEL00TDTX,2069, 1.0554075722268679e+04
REGION,EGEL00TDTX,2070, 1.0915392486492292e+04
REGION,EGSOU1P03X,2015, 2.6400000000000002e+01
REGION,EGSOU1P03X,2016, 7.4975999999999985e+01
REGION,EGSOU1P03X,2018, 110.88
REGION,EGSOU1P03X,2020, 1.9361694000000003e+02
REGION,EGSOU1P03X,2021, 474.1
REGION,EGSOU1P03X,2022, 464.2
REGION,EGSOU1P03X,2023, 454.3
REGION,EGSOU1P03X,2024, 444.4
REGION,EGSOU1P03X,2025, 434.5
REGION,EGSOU1P03X,2026, 424.6
REGION,EGSOU1P03X,2027, 414.7
REGION,EGSOU1P03X,2028, 404.8
REGION,EGSOU1P03X,2029, 394.9
REGION,EGSOU1P03X,2030, 385
REGION,EGSOU1P03X,2031, 761.2
REGION,EGSOU1P03X,2032, 752.4
REGION,EGSOU1P03X,2033, 743.6
REGION,EGSOU1P03X,2034, 734.8
REGION,EGSOU1P03X,2035, 726
REGION,EGSOU1P03X,2036, 717.2
REGION,EGSOU1P03X,2037, 708.4
REGION,EGSOU1P03X,2038, 699.6
REGION,EGSOU1P03X,2039, 690.8
REGION,EGSOU1P03X,2040, 682
REGION,EGSOU1P03X,2041, 1.0098000000000001e+03
REGION,EGSOU1P03X,2042, 9.9659999999999991e+02
REGION,EGSOU1P03X,2043, 9.8340000000000009e+02
REGION,EGSOU1P03X,2044, 9.7019999999999993e+02
REGION,EGSOU1P03X,2045, 957
REGION,EGSOU1P03X,2046, 9.4380000000000007e+02
REGION,EGSOU1P03X,2047, 9.3059999999999991e+02
REGION,EGSOU1P03X,2048, 9.1740000000000009e+02
REGION,EGSOU1P03X,2049, 9.0419999999999993e+02
REGION,EGSOU1P03X,2050, 891
REGION,EGSOU1P03X,2051, 8.7780000000000007e+02
REGION,EGSOU1P03X,2052, 8.6459999999999991e+02
REGION,EGSOU1P03X,2053, 8.5140000000000009e+02
REGION,EGSOU1P03X,2054, 8.3819999999999993e+02
REGION,EGSOU1P03X,2055, 825
REGION,EGSOU1P03X,2056, 8.1180000000000007e+02
REGION,EGSOU1P03X,2057, 7.9859999999999991e+02
REGION,EGSOU1P03X,2058, 7.8540000000000009e+02
REGION,EGSOU1P03X,2059, 7.7219999999999993e+02
REGION,EGSOU1P03X,2060, 759
REGION,EGSOU1P03X,2061, 994.4
REGION,EGSOU1P03X,2062, 976.8
REGION,EGSOU1P03X,2063, 959.2
REGION,EGSOU1P03X,2064, 941.6
REGION,EGSOU1P03X,2065, 924
REGION,EGSOU1P03X,2066, 906.4
REGION,EGSOU1P03X,2067, 888.8
REGION,EGSOU1P03X,2068, 871.2
REGION,EGSOU1P03X,2069, 853.6
REGION,EGSOU1P03X,2070, 836
REGION,EGSOV1F01X,2021, 2.2198000000000002e+02
REGION,EGSOV1F01X,2022, 1.0867999999999998e+02
REGION,EGSOV1F01X,2023, 1.0637000000000003e+02
REGION,EGSOV1F01X,2024, 1.0405999999999997e+02
REGION,EGSOV1F01X,2025, 1.0174999999999997e+02
REGION,EGSOV1F01X,2026, 9.9439999999999969e+01
REGION,EGSOV1F01X,2027, 9.7130000000000138e+01
REGION,EGSOV1F01X,2028, 9.4819999999999879e+01
REGION,EGSOV1F01X,2029, 9.2510000000000133e+01
REGION,EGSOV1F01X,2030, 9.0200000000000074e+01
REGION,EGSOV1F01X,2031, 8.9099999999999881e+01
REGION,EGSOV1F01X,2032, 8.7999999999999886e+01
REGION,EGSOV1F01X,2033, 8.6900000000000034e+01
REGION,EGSOV1F01X,2034, 8.5800000000000082e+01
REGION,EGSOV1F01X,2035, 8.4699999999999932e+01
REGION,EGSOV1F01X,2036, 8.3599999999999710e+01
REGION,EGSOV1F01X,2037, 8.2500000000000071e+01
REGION,EGSOV1F01X,2038, 8.1400000000000077e+01
REGION,EGSOV1F01X,2039, 8.0300000000000026e+01
REGION,EGSOV1F01X,2040, 7.9200000000000074e+01
REGION,EGSOV1F01X,2041, 2.3429999999999990e+02
REGION,EGSOV1F01X,2042, 1.5399999999999974e+02
REGION,EGSOV1F01X,2043, 1.5180000000000013e+02
REGION,EGSOV1F01X,2044, 149.6
REGION,EGSOV1F01X,2045, 1.4740000000000009e+02
REGION,EGSOV1F01X,2046, 1.4520000000000044e+02
REGION,EGSOV1F01X,2047, 143
REGION,EGSOV1F01X,2048, 1.4079999999999947e+02
REGION,EGSOV1F01X,2049, 1.3860000000000014e+02
REGION,EGSOV1F01X,2050, 1.3640000000000015e+02
REGION,EGSOV1F01X,2051, 1.3420000000000007e+02
REGION,EGSOV1F01X,2052, 1.3199999999999955e+02
REGION,EGSOV1F01X,2053, 1.2980000000000015e+02
REGION,EGSOV1F01X,2054, 1.2759999999999994e+02
REGION,EGSOV1F01X,2055, 1.2540000000000011e+02
REGION,EGSOV1F01X,2056, 1.2319999999999987e+02
REGION,EGSOV1F01X,2057, 1.2099999999999980e+02
REGION,EGSOV1F01X,2058, 1.1879999999999997e+02
REGION,EGSOV1F01X,2059, 1.1660000000000014e+02
REGION,EGSOV1F01X,2060, 1.1439999999999982e+02
REGION,EGSOV1F01X,2061, 2.2440000000000049e+02
REGION,EGSOV1F01X,2062, 1.6499999999999937e+02
REGION,EGSOV1F01X,2063, 1.6170000000000053e+02
REGION,EGSOV1F01X,2064, 1.5840000000000012e+02
REGION,EGSOV1F01X,2065, 1.5509999999999948e+02
REGION,EGSOV1F01X,2066, 1.5180000000000089e+02
REGION,EGSOV1F01X,2067, 1.4849999999999994e+02
REGION,EGSOV1F01X,2068, 1.4519999999999987e+02
REGION,EGSOV1F01X,2069, 1.4189999999999952e+02
REGION,EGSOV1F01X,2070, 1.3859999999999980e+02
REGION,EGSOV2F01X,2021, 343.299
REGION,EGSOV2F01X,2022, 1.6707899999999995e+02
REGION,EGSOV2F01X,2023, 1.6250850000000005e+02
REGION,EGSOV2F01X,2024, 157.938
REGION,EGSOV2F01X,2025, 1.5336749999999995e+02
REGION,EGSOV2F01X,2026, 1.4879699999999997e+02
REGION,EGSOV2F01X,2027, 1.4422650000000021e+02
REGION,EGSOV2F01X,2028, 1.3965599999999981e+02
REGION,EGSOV2F01X,2029, 1.3508550000000020e+02
REGION,EGSOV2F01X,2030, 1.3051500000000013e+02
REGION,EGSOV2F01X,2031, 1.2920984999999985e+02
REGION,EGSOV2F01X,2032, 1.2791775149999984e+02
REGION,EGSOV2F01X,2033, 1.2663857398500004e+02
REGION,EGSOV2F01X,2034, 1.2537218824515011e+02
REGION,EGSOV2F01X,2035, 1.2411846636269840e+02
REGION,EGSOV2F01X,2036, 1.2287728169907106e+02
REGION,EGSOV2F01X,2037, 1.2164850888208110e+02
REGION,EGSOV2F01X,2038, 1.2043202379326011e+02
REGION,EGSOV2F01X,2039, 1.1922770355532754e+02
REGION,EGSOV2F01X,2040, 1.1803542651977411e+02
REGION,EGSOV2F01X,2041, 3.4879468536593237e+02
REGION,EGSOV2F01X,2042, 2.2904184339029561e+02
REGION,EGSOV2F01X,2043, 2.2560621573944118e+02
REGION,EGSOV2F01X,2044, 2.2222212250335002e+02
REGION,EGSOV2F01X,2045, 2.1888879066579912e+02
REGION,EGSOV2F01X,2046, 2.1560545880581265e+02
REGION,EGSOV2F01X,2047, 212.371376923725
REGION,EGSOV2F01X,2048, 2.0918580626986821e+02
REGION,EGSOV2F01X,2049, 2.0604801917582117e+02
REGION,EGSOV2F01X,2050, 2.0295729888818425e+02
REGION,EGSOV2F01X,2051, 1.9991293940486113e+02
REGION,EGSOV2F01X,2052, 1.9691424531378729e+02
REGION,EGSOV2F01X,2053, 1.9396053163408124e+02
REGION,EGSOV2F01X,2054, 1.9105112365956990e+02
REGION,EGSOV2F01X,2055, 1.8818535680467718e+02
REGION,EGSOV2F01X,2056, 1.8536257645260682e+02
REGION,EGSOV2F01X,2057, 1.8258213780581670e+02
REGION,EGSOV2F01X,2058, 1.7984340573872996e+02
REGION,EGSOV2F01X,2059, 1.7714575465264920e+02
REGION,EGSOV2F01X,2060, 1.7448856833285870e+02
REGION,EGSOV2F01X,2061, 3.4374247961573474e+02
REGION,EGSOV2F01X,2062, 2.5393975681612255e+02
REGION,EGSOV2F01X,2063, 2.5013066046388133e+02
REGION,EGSOV2F01X,2064, 2.4637870055692369e+02
REGION,EGSOV2F01X,2065, 2.4268302004856770e+02
REGION,EGSOV2F01X,2066, 2.3904277474784240e+02
REGION,EGSOV2F01X,2067, 2.3545713312662241e+02
REGION,EGSOV2F01X,2068, 2.3192527612972330e+02
REGION,EGSOV2F01X,2069, 2.2844639698777721e+02
REGION,EGSOV2F01X,2070, 2.2501970103296065e+02
REGION,EGSOC1P00X,2021, 2.3824900000000002e+03
REGION,EGSOC1P00X,2022, 1.1712799999999997e+03
REGION,EGSOC1P00X,2023, 1.1513150000000003e+03
REGION,EGSOC1P00X,2059, 3.0501337949269384e+02
REGION,EGSOC1P00X,2060, 5.7220157671559230e+02
REGION,EGSOC1P00X,2061, 1.8254419136422898e+03
REGION,EGSOC1P00X,2062, 2.1010408227642824e+03
REGION,EGSOC1P00X,2063, 2.1387050165756914e+03
REGION,EGSOC1P00X,2064, 1.5054031904280068e+03
REGION,EGSOC1P00X,2065, 5922.95
REGION,EGSOC1P00X,2066, 5803.16
