r,t,y,NewCapacity
REGION,EGCRUDPROX,2020, 100.5
REGION,EGNG00ILGX,2042, 1.0911126768296210e+03
REGION,EGNG00ILGX,2043, 9.3867069899817648e+02
REGION,EGNG00ILGX,2044, 6.8498664286659235e+01
REGION,EGNG00ILGX,2045, 6.5623909036270263e+01
REGION,EGNG00ILGX,2046, 1.2439629870152525e+02
REGION,EGNG00ILGX,2047, 1.1100432093746845e+02
REGION,EGNG00ILGX,2049, 9.9579307005121223e+00
REGION,EGNG00ILGX,2050, 7.3378784619727824e+01
REGION,EGNG00ILGX,2051, 8.3996224176530944e+01
REGION,EGNG00ILGX,2052, 8.4554432051569137e+01
REGION,EGNG00ILGX,2053, 8.7220762801571183e+01
REGION,EGNG00ILGX,2054, 9.2326490335658846e+01
REGION,EGNG00ILGX,2055, 1.4246365270869902e+02
REGION,EGNG00ILGX,2056, 1.7745246123467768e+02
REGION,EGNG00ILGX,2057, 4.3085414470501050e+01
REGION,EGNG00ILGX,2058, 4.7340592161707207e+01
REGION,EGNG00ILGX,2059, 6.1158570085160775e+01
REGION,EGNG00ILGX,2060, 6.8756015872355150e+01
REGION,EGNG00ILGX,2061, 1.0365033822226043e+02
REGION,EGNG00ILGX,2062, 1.1255550613489712e+02
REGION,EGNG00ILGX,2063, 1.1462448858061013e+02
REGION,EGNG00ILGX,2064, 1.0890277554912653e+02
REGION,EGNG00ILGX,2065, 9.0292131415173316e+01
REGION,EGNG00ILGX,2066, 8.1548061182284954e+01
REGION,EGNG00ILGX,2067, 1176.75973202278
REGION,EGNG00ILGX,2068, 1.0551327969952893e+03
REGION,EGNG00ILGX,2069, 2.1228821529689446e+02
REGION,EGNG00ILGX,2070, 1.9296746475490545e+02
REGION,EGNG00ELGX,2015, 218.557993836
REGION,EGNG00ELGX,2017, 296.614420206
REGION,EGNG00ELGX,2030, 3.2132228629539918e+02
REGION,EGBMCHP04N,2016, 0.25
REGION,EGBMCHP04N,2021, 0.1
REGION,EGBMCHP04N,2022, 0.1
REGION,EGBMCHP04N,2023, 0.1
REGION,EGCOSCP04N,2025, 3
REGION,EGCOSCP04N,2026, 3
REGION,EGCOSCP04N,2035, 1
REGION,EGCOSCP04N,2036, 1
REGION,EGCOSCP04N,2037, 1
REGION,EGCOSCP04N,2038, 1
REGION,EGCOSCP04N,2039, 1
REGION,EGCOSCP04N,2040, 1
REGION,EGCOSCP04N,2041, 1.5
REGION,EGCOSCP04N,2042, 0.5
REGION,EGCOSCP04N,2043, 0.5
REGION,EGCOSCP04N,2044, 0.5
REGION,EGCOSCP04N,2045, 0.5
REGION,EGCOSCP04N,2048, 1.5
REGION,EGCOSCP04N,2049, 0.5
REGION,EGCOSCP04N,2050, 0.5
REGION,EGCOSCP04N,2051, 0.5
REGION,EGCOSCP04N,2052, 0.5
REGION,EGCOSCP04N,2053, 0.5
REGION,EGCOSCP04N,2054, 0.5
REGION,EGCOSCP04N,2055, 1.5
REGION,EGCOSCP04N,2056, 1.5
REGION,EGCOSCP04N,2057, 1.5
REGION,EGCOSCP04N,2058, 1.5
REGION,EGCOSCP04N,2059, 1.5
REGION,EGCOSCP04N,2060, 1.5
REGION,EGCOSCP04N,2061, 0.5
REGION,EGCOSCP04N,2062, 0.5
REGION,EGCOSCP04N,2063, 0.5
REGION,EGCOSCP04N,2064, 0.5
REGION,EGCOSCP04N,2065, 1.5
REGION,EGCOSCP04N,2066, 1.5
REGION,EGCOSCP04N,2067, 1.5
REGION,EGCOSCP04N,2068, 1.5
REGION,EGCOSCP04N,2069, 1.5
REGION,EGCOSCP04N,2070, 1.5
REGION,EGLFRCP04N,2015, 0.35
REGION,EGLFRCP04N,2016, 0.522
REGION,EGNGCCP01N,2015, 0.6
REGION,EGNGCCP01N,2034, 1
REGION,EGNGCCP01N,2035, 9.8942624073222518e-01
REGION,EGNGCCP01N,2038, 9.1063241298353792e-01
REGION,EGNGCCP01N,2039, 3.9936461086840269e-01
REGION,EGNGCCP01N,2040, 1
REGION,EGNGCCP01N,2041, 1.5
REGION,EGNGCCP01N,2042, 7.6466175755305710e-01
REGION,EGNGCCP01N,2043, 4.4285249875576937e-01
REGION,EGNGCCP01N,2044, 9.8128817177627070e-01
REGION,EGNGCCP01N,2046, 1.5
REGION,EGNGCCP01N,2047, 1.5
REGION,EGNGCCP01N,2048, 1.5
REGION,EGNGCCP01N,2049, 1.5
REGION,EGNGCCP01N,2050, 1.5
REGION,EGNGCCP01N,2051, 3.7220887577189728e-02
REGION,EGNGCCP01N,2052, 5.1250275539635060e-01
REGION,EGNGCCP01N,2053, 4.5085979608580845e-01
REGION,EGNGCCP01N,2054, 3.3847595364537936e-01
REGION,EGNGCCP01N,2055, 1.3552220108174384e+00
REGION,EGNGCCP01N,2056, 5.9301720446571171e-01
REGION,EGNGCCP01N,2060, 1.2144330663517364e+00
REGION,EGNGCCP01N,2063, 2.5
REGION,EGNGCCP01N,2064, 1.6662329458500187e+00
REGION,EGNGCCP01N,2065, 8.1105387132988660e-01
REGION,EGNGCCP01N,2067, 2.5
REGION,EGNGCCP01N,2068, 1.3419699876275186e+00
REGION,EGNGCCP01N,2070, 2.5
REGION,EGNGCCP02N,2018, 9.6
REGION,EGNGCCP02N,2033, 0.368935051581865
REGION,EGNGCCP02N,2034, 0.993156519755294
REGION,EGNGCCP02N,2036, 9.5612636729063916e-01
REGION,EGNGCCP02N,2040, 1
REGION,EGNGCCP02N,2045, 8.7193029839265823e-01
REGION,EGNGCCP02N,2046, 1.5
REGION,EGNGCCP02N,2047, 1.5
REGION,EGNGCCP02N,2048, 1.5
REGION,EGNGCCP02N,2049, 1.5
REGION,EGNGCCP02N,2050, 1.3156251854460793e-01
REGION,EGNGCCP02N,2051, 1.5
REGION,EGNGCCP02N,2053, 1.5
REGION,EGNGCCP02N,2054, 1.5
REGION,EGNGCCP02N,2056, 1.5
REGION,EGNGCCP02N,2057, 6.1234004101785644e-01
REGION,EGNGCCP02N,2058, 1.0342104868959241e+00
REGION,EGNGCCP02N,2061, 2.2682478655421621e+00
REGION,EGNGCCP02N,2063, 3.0335327834416792e-01
REGION,EGNGCCP02N,2065, 2.5
REGION,EGNGCCP02N,2066, 2.6353624583651331e-01
REGION,EGNGCCP02N,2069, 2.1684818733046241e+00
REGION,EGNGCCP04N,2015, 0.25
REGION,EGNGCCP04N,2016, 0.5
REGION,EGNGCCP04N,2017, 0.75
REGION,EGNGCCP04N,2018, 4.8
REGION,EGNGCCP04N,2037, 9.1570163258021420e-01
REGION,EGNGCCP04N,2039, 1
REGION,EGNGCCP04N,2040, 1
REGION,EGNGCCP04N,2041, 3.5349037809888567e-01
REGION,EGNGCCP04N,2043, 1.5
REGION,EGNGCCP04N,2045, 1.5
REGION,EGNGCCP04N,2046, 1.5
REGION,EGNGCCP04N,2047, 1.5
REGION,EGNGCCP04N,2048, 1.5
REGION,EGNGCCP04N,2049, 1.5
REGION,EGNGCCP04N,2051, 1.5
REGION,EGNGCCP04N,2052, 1.5
REGION,EGNGCCP04N,2055, 1.5
REGION,EGNGCCP04N,2056, 1.5
REGION,EGNGCCP04N,2059, 1.1533227903746242e+00
REGION,EGNGCCP04N,2062, 2.3282770407394988e+00
REGION,EGNGCCP04N,2064, 2.5
REGION,EGNGCCP04N,2066, 2.5
REGION,EGNGCCP04N,2067, 3.3712574966508396e-02
REGION,EGNGCCP04N,2068, 2.5
REGION,EGNGCCP04N,2069, 2.5
REGION,EGNGCCP04N,2070, 2.34710624122149
REGION,EGNGGCP04N,2015, 1.95
REGION,EGNGGCP04N,2016, 0.65
REGION,EGNGGCP04N,2017, 0.33
REGION,EGNGGCP04N,2018, 1.95
REGION,EGNGGCP04N,2040, 3.9203846783704094e-01
REGION,EGNGGCP04N,2041, 1.9100986956981486e-01
REGION,EGNGGCP04N,2043, 1.5
REGION,EGNGGCP04N,2044, 5.7089166909964761e-01
REGION,EGNGGCP04N,2047, 1.5
REGION,EGNGGCP04N,2048, 1.5
REGION,EGNGGCP04N,2054, 2.3010931217036060e-01
REGION,EGNGGCP04N,2055, 2.2487577997130456e-01
REGION,EGNGGCP04N,2056, 3.8683459126999148e-01
REGION,EGNGGCP04N,2057, 3.5748758443772849e-01
REGION,EGNGGCP04N,2059, 0.390749268990063
REGION,EGNGGCP04N,2060, 5.1311723303013279e-01
REGION,EGNGGCP04N,2062, 2.1663918346173755e-01
REGION,EGNGGCP04N,2063, 1.2796308568726231e-01
REGION,EGNGGCP04N,2068, 1.2634556873883569e+00
REGION,EGNGGCP04N,2069, 7.1893353061632448e-01
REGION,EGNGGCP04N,2070, 1.2255282538064531e+00
REGION,EGHFGCP01N,2016, 1
REGION,EGHFGCP02N,2015, 1
REGION,EGHYDMS03X,2023, 0.5
REGION,EGHYDMS03X,2031, 4.0187223593797859e-02
REGION,EGHYDMS03X,2032, 5.4526752744135784e-03
REGION,EGHYDMS03X,2033, 4.5436010113178904e-01
REGION,EGHYDMS03X,2041, 0.5
REGION,EGHYDMS02X,2018, 0.032
REGION,EGHYDMS02X,2023, 2.4999999999999997e-01
REGION,EGHYDMS02X,2031, 0.25
REGION,EGHYDMS02X,2033, 0.25
REGION,EGHYDMS02X,2041, 0.25
REGION,EGWINDP00X,2015, 0.24
REGION,EGWINDP00X,2016, 0.2
REGION,EGWINDP00X,2018, 0.34
REGION,EGWINDP00X,2021, 0.25
REGION,EGWINDP00X,2022, 0.25
REGION,EGWINDP00X,2023, 0.25
REGION,EGWINDP00X,2024, 0.25
REGION,EGWINDP00X,2025, 0.25
REGION,EGWINDP00X,2026, 0.25
REGION,EGWINDP00X,2027, 0.25
REGION,EGWINDP00X,2028, 0.25
REGION,EGWINDP00X,2029, 0.25
REGION,EGWINDP00X,2030, 0.25
REGION,EGWINDP00X,2031, 0.5
REGION,EGWINDP00X,2032, 0.5
REGION,EGWINDP00X,2033, 0.5
REGION,EGWINDP00X,2034, 0.5
REGION,EGWINDP00X,2035, 0.5
REGION,EGWINDP00X,2036, 0.5
REGION,EGWINDP00X,2037, 0.5
REGION,EGWINDP00X,2038, 0.5
REGION,EGWINDP00X,2039, 0.5
REGION,EGWINDP00X,2040, 0.5
REGION,EGWINDP00X,2041, 0.75
REGION,EGWINDP00X,2042, 0.75
REGION,EGWINDP00X,2043, 0.75
REGION,EGWINDP00X,2044, 0.75
REGION,EGWINDP00X,2045, 0.75
REGION,EGWINDP00X,2046, 0.75
REGION,EGWINDP00X,2047, 0.75
REGION,EGWINDP00X,2048, 0.75
REGION,EGWINDP00X,2049, 0.75
REGION,EGWINDP00X,2050, 0.75
REGION,EGWINDP00X,2051, 0.75
REGION,EGWINDP00X,2052, 0.75
REGION,EGWINDP00X,2053, 0.75
REGION,EGWINDP00X,2054, 0.75
REGION,EGWINDP00X,2055, 0.75
REGION,EGWINDP00X,2056, 0.75
REGION,EGWINDP00X,2057, 0.75
REGION,EGWINDP00X,2058, 0.75
REGION,EGWINDP00X,2059, 0.75
REGION,EGWINDP00X,2060, 0.75
REGION,EGWINDP00X,2061, 1
REGION,EGWINDP00X,2062, 1
REGION,EGWINDP00X,2063, 1
REGION,EGWINDP00X,2064, 1
REGION,EGWINDP00X,2065, 1
REGION,EGWINDP00X,2066, 1
REGION,EGWINDP00X,2067, 1
REGION,EGWINDP00X,2068, 1
REGION,EGWINDP00X,2069, 1
REGION,EGWINDP00X,2070, 1
REGION,EGWINDP01X,2022, 0.25
REGION,EGWINDP01X,2023, 0.25
REGION,EGWINDP01X,2057, 7.0172533863683370e-02
REGION,EGWINDP01X,2058, 6.9156224240045971e-01
REGION,EGWINDP01X,2059, 0.75
REGION,EGWINDP01X,2060, 0.75
REGION,EGWINDP01X,2066, 1
REGION,EGWINDP01X,2067, 1
REGION,EGWINDP01X,2068, 1
REGION,EGWINDP01X,2069, 1
REGION,EGWINDP01X,2070, 1
REGION,EGEL00T00X,2024, 2.7986589001782991e-01
REGION,EGEL00T00X,2025, 5.0522977884590725e-01
REGION,EGEL00T00X,2026, 5.0408930530449958e-01
REGION,EGEL00T00X,2027, 5.0295268905804147e-01
REGION,EGEL00T00X,2028, 5.0181991273133320e-01
REGION,EGEL00T00X,2029, 5.0069095904690275e-01
REGION,EGEL00T00X,2030, 4.9956581082430618e-01
REGION,EGEL00T00X,2031, 1.9186162654270460e+00
REGION,EGEL00T00X,2032, 1.9143144352355339e+00
REGION,EGEL00T00X,2033, 1.9100270568811517e+00
REGION,EGEL00T00X,2034, 1.9057540657023579e+00
REGION,EGEL00T00X,2035, 1.9014953973993183e+00
REGION,EGEL00T00X,2036, 1.8972509880301076e+00
REGION,EGEL00T00X,2037, 1.8930207740095941e+00
REGION,EGEL00T00X,2038, 1.8888046921079604e+00
REGION,EGEL00T00X,2039, 1.8846026794447628e+00
REGION,EGEL00T00X,2040, 1.8804146734899911e+00
REGION,EGEL00T00X,2041, 2.1945497766745117e+00
REGION,EGEL00T00X,2042, 2.1896838126460074e+00
REGION,EGEL00T00X,2043, 2.1848340146117544e+00
REGION,EGEL00T00X,2044, 2.1800003110392128e+00
REGION,EGEL00T00X,2045, 2.1751826307941937e+00
REGION,EGEL00T00X,2046, 2.1703809031323948e+00
REGION,EGEL00T00X,2047, 2.1655950577006764e+00
REGION,EGEL00T00X,2048, 2.1608250245342560e+00
REGION,EGEL00T00X,2049, 2.1560707340508989e+00
REGION,EGEL00T00X,2050, 2.1513321170532671e+00
REGION,EGEL00T00X,2051, 2.38217407860322
REGION,EGEL00T00X,2052, 2.4643566060964242e+00
REGION,EGEL00T00X,2053, 2.5493249724516662e+00
REGION,EGEL00T00X,2054, 2.6371738245945178e+00
REGION,EGEL00T00X,2055, 2.7280010275265467e+00
REGION,EGEL00T00X,2056, 2.8219077738343645e+00
REGION,EGEL00T00X,2057, 2.9189986969361961e+00
REGION,EGEL00T00X,2058, 3.0193819881770714e+00
REGION,EGEL00T00X,2059, 3.1231695179191949e+00
REGION,EGEL00T00X,2060, 3.2304769607525827e+00
REGION,EGEL00T00X,2061, 3.34142392497238
REGION,EGEL00T00X,2062, 3.4561340864665753e+00
REGION,EGEL00T00X,2063, 3.5747353271600395e+00
REGION,EGEL00T00X,2064, 3.6973598781832955e+00
REGION,EGEL00T00X,2065, 3.8241444679093020e+00
REGION,EGEL00T00X,2066, 3.9552304750378617e+00
REGION,EGEL00T00X,2067, 4.0907640868937580e+00
REGION,EGEL00T00X,2068, 4.2308964631182935e+00
REGION,EGEL00T00X,2069, 4.3757839049377250e+00
REGION,EGEL00T00X,2070, 4.52558803019507
REGION,EGEL00TDTX,2024, 2.6984751797718981e-01
REGION,EGEL00TDTX,2025, 4.8704150680745567e-01
REGION,EGEL00TDTX,2026, 4.8594209031353974e-01
REGION,EGEL00TDTX,2027, 4.8484639225194837e-01
REGION,EGEL00TDTX,2028, 4.8375439587300467e-01
REGION,EGEL00TDTX,2029, 4.8266608452121557e-01
REGION,EGEL00TDTX,2030, 4.8158144163463379e-01
REGION,EGEL00TDTX,2031, 1.8495460798716716e+00
REGION,EGEL00TDTX,2032, 1.8453991155670566e+00
REGION,EGEL00TDTX,2033, 1.8412660828334249e+00
REGION,EGEL00TDTX,2034, 1.8371469193370857e+00
REGION,EGEL00TDTX,2035, 1.8330415630929340e+00
REGION,EGEL00TDTX,2036, 1.8289499524610158e+00
REGION,EGEL00TDTX,2037, 1.8248720261452571e+00
REGION,EGEL00TDTX,2038, 1.8208077231920863e+00
REGION,EGEL00TDTX,2039, 1.8167569829847314e+00
REGION,EGEL00TDTX,2040, 1.8127197452443662e+00
REGION,EGEL00TDTX,2041, 2.1155459847142146e+00
REGION,EGEL00TDTX,2042, 2.1108551953907679e+00
REGION,EGEL00TDTX,2043, 2.1061799900857228e+00
REGION,EGEL00TDTX,2044, 2.1015202998418041e+00
REGION,EGEL00TDTX,2045, 2.0968760560856037e+00
REGION,EGEL00TDTX,2046, 2.0922471906196329e+00
REGION,EGEL00TDTX,2047, 2.0876336356234351e+00
REGION,EGEL00TDTX,2048, 2.0830353236510395e+00
REGION,EGEL00TDTX,2049, 2.0784521876250559e+00
REGION,EGEL00TDTX,2050, 2.0738841608393428e+00
REGION,EGEL00TDTX,2051, 2.2964158117735050e+00
REGION,EGEL00TDTX,2052, 2.3756397682769603e+00
REGION,EGEL00TDTX,2053, 2.4575492734434
REGION,EGEL00TDTX,2054, 2.5422355669091159e+00
REGION,EGEL00TDTX,2055, 2.6297929905355852e+00
REGION,EGEL00TDTX,2056, 2.7203190939763533e+00
REGION,EGEL00TDTX,2057, 2.8139147438464760e+00
REGION,EGEL00TDTX,2058, 2.9106842366026919e+00
REGION,EGEL00TDTX,2059, 3.0107354152740808e+00
REGION,EGEL00TDTX,2060, 3.1141797901655139e+00
REGION,EGEL00TDTX,2061, 3.2211326636733739e+00
REGION,EGEL00TDTX,2062, 3.3317132593537773e+00
REGION,EGEL00TDTX,2063, 3.4460448553822709e+00
REGION,EGEL00TDTX,2064, 3.5642549225686806e+00
REGION,EGEL00TDTX,2065, 3.68647526706456
REGION,EGEL00TDTX,2066, 3.8128421779365071e+00
REGION,EGEL00TDTX,2067, 3.9434965797655539e+00
REGION,EGEL00TDTX,2068, 4.0785841904460609e+00
REGION,EGEL00TDTX,2069, 4.2182556843599839e+00
REGION,EGEL00TDTX,2070, 4.36266686110803
REGION,EGSOU1P03X,2015, 0.01
REGION,EGSOU1P03X,2016, 0.03
REGION,EGSOU1P03X,2018, 0.05
REGION,EGSOU1P03X,2020, 1.0000875000000002e-01
REGION,EGSOU1P03X,2021, 0.25
REGION,EGSOU1P03X,2022, 0.25
REGION,EGSOU1P03X,2023, 0.25
REGION,EGSOU1P03X,2024, 0.25
REGION,EGSOU1P03X,2025, 0.25
REGION,EGSOU1P03X,2026, 0.25
REGION,EGSOU1P03X,2027, 0.25
REGION,EGSOU1P03X,2028, 0.25
REGION,EGSOU1P03X,2029, 0.25
REGION,EGSOU1P03X,2030, 0.25
REGION,EGSOU1P03X,2031, 0.5
REGION,EGSOU1P03X,2032, 0.5
REGION,EGSOU1P03X,2033, 0.5
REGION,EGSOU1P03X,2034, 0.5
REGION,EGSOU1P03X,2035, 0.5
REGION,EGSOU1P03X,2036, 0.5
REGION,EGSOU1P03X,2037, 0.5
REGION,EGSOU1P03X,2038, 0.5
REGION,EGSOU1P03X,2039, 0.5
REGION,EGSOU1P03X,2040, 0.5
REGION,EGSOU1P03X,2041, 0.75
REGION,EGSOU1P03X,2042, 0.75
REGION,EGSOU1P03X,2043, 0.75
REGION,EGSOU1P03X,2044, 0.75
REGION,EGSOU1P03X,2045, 0.75
REGION,EGSOU1P03X,2046, 0.75
REGION,EGSOU1P03X,2047, 0.75
REGION,EGSOU1P03X,2048, 0.75
REGION,EGSOU1P03X,2049, 0.75
REGION,EGSOU1P03X,2050, 0.75
REGION,EGSOU1P03X,2051, 0.75
REGION,EGSOU1P03X,2052, 0.75
REGION,EGSOU1P03X,2053, 0.75
REGION,EGSOU1P03X,2054, 0.75
REGION,EGSOU1P03X,2055, 0.75
REGION,EGSOU1P03X,2056, 0.75
REGION,EGSOU1P03X,2057, 0.75
REGION,EGSOU1P03X,2058, 0.75
REGION,EGSOU1P03X,2059, 0.75
REGION,EGSOU1P03X,2060, 0.75
REGION,EGSOU1P03X,2061, 1
REGION,EGSOU1P03X,2062, 1
REGION,EGSOU1P03X,2063, 1
REGION,EGSOU1P03X,2064, 1
REGION,EGSOU1P03X,2065, 1
REGION,EGSOU1P03X,2066, 1
REGION,EGSOU1P03X,2067, 1
REGION,EGSOU1P03X,2068, 1
REGION,EGSOU1P03X,2069, 1
REGION,EGSOU1P03X,2070, 1
REGION,EGSOV1F01X,2021, 0.1
REGION,EGSOV1F01X,2022, 4.9999999999999989e-02
REGION,EGSOV1F01X,2023, 5.0000000000000017e-02
REGION,EGSOV1F01X,2024, 4.9999999999999989e-02
REGION,EGSOV1F01X,2025, 4.9999999999999989e-02
REGION,EGSOV1F01X,2026, 4.9999999999999989e-02
REGION,EGSOV1F01X,2027, 5.0000000000000072e-02
REGION,EGSOV1F01X,2028, 4.9999999999999933e-02
REGION,EGSOV1F01X,2029, 5.0000000000000072e-02
REGION,EGSOV1F01X,2030, 5.0000000000000044e-02
REGION,EGSOV1F01X,2031, 4.9999999999999933e-02
REGION,EGSOV1F01X,2032, 4.9999999999999933e-02
REGION,EGSOV1F01X,2033, 5.0000000000000017e-02
REGION,EGSOV1F01X,2034, 5.0000000000000044e-02
REGION,EGSOV1F01X,2035, 4.9999999999999961e-02
REGION,EGSOV1F01X,2036, 4.9999999999999822e-02
REGION,EGSOV1F01X,2037, 5.0000000000000044e-02
REGION,EGSOV1F01X,2038, 5.0000000000000044e-02
REGION,EGSOV1F01X,2039, 5.0000000000000017e-02
REGION,EGSOV1F01X,2040, 5.0000000000000044e-02
REGION,EGSOV1F01X,2041, 1.4999999999999994e-01
REGION,EGSOV1F01X,2042, 9.9999999999999839e-02
REGION,EGSOV1F01X,2043, 1.0000000000000009e-01
REGION,EGSOV1F01X,2044, 0.1
REGION,EGSOV1F01X,2045, 1.0000000000000006e-01
REGION,EGSOV1F01X,2046, 1.0000000000000031e-01
REGION,EGSOV1F01X,2047, 0.1
REGION,EGSOV1F01X,2048, 9.9999999999999617e-02
REGION,EGSOV1F01X,2049, 1.0000000000000009e-01
REGION,EGSOV1F01X,2050, 1.0000000000000012e-01
REGION,EGSOV1F01X,2051, 1.0000000000000006e-01
REGION,EGSOV1F01X,2052, 9.9999999999999645e-02
REGION,EGSOV1F01X,2053, 1.0000000000000012e-01
REGION,EGSOV1F01X,2054, 9.9999999999999950e-02
REGION,EGSOV1F01X,2055, 1.0000000000000009e-01
REGION,EGSOV1F01X,2056, 0.0999999999999999
REGION,EGSOV1F01X,2057, 9.9999999999999839e-02
REGION,EGSOV1F01X,2058, 9.9999999999999978e-02
REGION,EGSOV1F01X,2059, 1.0000000000000012e-01
REGION,EGSOV1F01X,2060, 9.9999999999999839e-02
REGION,EGSOV1F01X,2061, 2.0000000000000043e-01
REGION,EGSOV1F01X,2062, 1.4999999999999944e-01
REGION,EGSOV1F01X,2063, 1.5000000000000049e-01
REGION,EGSOV1F01X,2064, 1.5000000000000011e-01
REGION,EGSOV1F01X,2065, 1.4999999999999949e-01
REGION,EGSOV1F01X,2066, 1.5000000000000088e-01
REGION,EGSOV1F01X,2067, 1.4999999999999994e-01
REGION,EGSOV1F01X,2068, 1.4999999999999988e-01
REGION,EGSOV1F01X,2069, 1.4999999999999949e-01
REGION,EGSOV1F01X,2070, 1.4999999999999977e-01
REGION,EGSOV2F01X,2021, 0.1
REGION,EGSOV2F01X,2022, 4.9999999999999989e-02
REGION,EGSOV2F01X,2023, 5.0000000000000017e-02
REGION,EGSOV2F01X,2024, 4.9999999999999989e-02
REGION,EGSOV2F01X,2025, 4.9999999999999989e-02
REGION,EGSOV2F01X,2026, 4.9999999999999989e-02
REGION,EGSOV2F01X,2027, 5.0000000000000072e-02
REGION,EGSOV2F01X,2028, 4.9999999999999933e-02
REGION,EGSOV2F01X,2029, 5.0000000000000072e-02
REGION,EGSOV2F01X,2030, 5.0000000000000044e-02
REGION,EGSOV2F01X,2031, 4.9999999999999933e-02
REGION,EGSOV2F01X,2032, 4.9999999999999933e-02
REGION,EGSOV2F01X,2033, 5.0000000000000017e-02
REGION,EGSOV2F01X,2034, 5.0000000000000044e-02
REGION,EGSOV2F01X,2035, 4.9999999999999961e-02
REGION,EGSOV2F01X,2036, 4.9999999999999822e-02
REGION,EGSOV2F01X,2037, 5.0000000000000044e-02
REGION,EGSOV2F01X,2038, 5.0000000000000044e-02
REGION,EGSOV2F01X,2039, 5.0000000000000017e-02
REGION,EGSOV2F01X,2040, 5.0000000000000044e-02
REGION,EGSOV2F01X,2041, 1.4999999999999994e-01
REGION,EGSOV2F01X,2042, 9.9999999999999839e-02
REGION,EGSOV2F01X,2043, 1.0000000000000009e-01
REGION,EGSOV2F01X,2044, 0.1
REGION,EGSOV2F01X,2045, 1.0000000000000006e-01
REGION,EGSOV2F01X,2046, 1.0000000000000031e-01
REGION,EGSOV2F01X,2047, 0.1
REGION,EGSOV2F01X,2048, 9.9999999999999617e-02
REGION,EGSOV2F01X,2049, 1.0000000000000009e-01
REGION,EGSOV2F01X,2050, 1.0000000000000012e-01
REGION,EGSOV2F01X,2051, 1.0000000000000006e-01
REGION,EGSOV2F01X,2052, 9.9999999999999645e-02
REGION,EGSOV2F01X,2053, 1.0000000000000012e-01
REGION,EGSOV2F01X,2054, 9.9999999999999950e-02
REGION,EGSOV2F01X,2055, 1.0000000000000009e-01
REGION,EGSOV2F01X,2056, 0.0999999999999999
REGION,EGSOV2F01X,2057, 9.9999999999999839e-02
REGION,EGSOV2F01X,2058, 9.9999999999999978e-02
REGION,EGSOV2F01X,2059, 1.0000000000000012e-01
REGION,EGSOV2F01X,2060, 9.9999999999999839e-02
REGION,EGSOV2F01X,2061, 2.0000000000000043e-01
REGION,EGSOV2F01X,2062, 1.4999999999999944e-01
REGION,EGSOV2F01X,2063, 1.5000000000000049e-01
REGION,EGSOV2F01X,2064, 1.5000000000000011e-01
REGION,EGSOV2F01X,2065, 1.4999999999999949e-01
REGION,EGSOV2F01X,2066, 1.5000000000000088e-01
REGION,EGSOV2F01X,2067, 1.4999999999999994e-01
REGION,EGSOV2F01X,2068, 1.4999999999999988e-01
REGION,EGSOV2F01X,2069, 1.4999999999999949e-01
REGION,EGSOV2F01X,2070, 1.4999999999999977e-01
REGION,EGSOC1P00X,2021, 0.4
REGION,EGSOC1P00X,2022, 1.9999999999999996e-01
REGION,EGSOC1P00X,2023, 2.0000000000000007e-01
REGION,EGSOC1P00X,2059, 9.1848122840028329e-02
REGION,EGSOC1P00X,2060, 1.7547082191250779e-01
REGION,EGSOC1P00X,2061, 5.7026258956571818e-01
REGION,EGSOC1P00X,2062, 0.668874181119167
REGION,EGSOC1P00X,2063, 6.9409966899169384e-01
REGION,EGSOC1P00X,2064, 4.9825184946828988e-01
REGION,EGSOC1P00X,2065, 2
REGION,EGSOC1P00X,2066, 2
REGION,EGSOC1P00X,2067, 2
REGION,EGSOC1P00X,2068, 1.1011927661025960e+00
REGION,EGSOC1P00X,2069, 1.9999999999999929e-01
REGION,EGSOC1P00X,2070, 1.9999999999999951e-01
REGION,EGSOC2P00X,2021, 0.4
REGION,EGSOC2P00X,2022, 1.9999999999999996e-01
REGION,EGSOC2P00X,2023, 8.2793984704667256e-02
REGION,EGSOC2P00X,2070, 2
REGION,EGELSDBP00,2021, 1.6
REGION,EGELSDBP00,2048, 1.4925439706396009e+00
REGION,EGELSDBP00,2055, 1.0480709050932320e+00
REGION,EGELSDBP00,2056, 7.3087543064909033e-01
REGION,EGELSDBP00,2057, 6.4066684629235593e-01
REGION,EGELSDBP00,2058, 8.7842847325720674e-02
REGION,ETCRUDPROX,2025, 2.7498149402205689e+02
REGION,ETCRUDPROX,2026, 9.5606294301437931e+00
REGION,ETCRUDPROX,2027, 9.8781707446369680e+00
REGION,ETCRUDPROX,2028, 10.1985353469857
REGION,ETCRUDPROX,2029, 1.0521036276148385e+01
REGION,ETCRUDPROX,2030, 9.8414507217821043e+00
REGION,ETCRUDPROX,2031, 9.4122414558719267e+00
REGION,ETCRUDPROX,2032, 9.7205791090259375e+00
REGION,ETCRUDPROX,2033, 1.0029620159188744e+01
REGION,ETCRUDPROX,2034, 1.0945859560661887e+01
REGION,ETCRUDPROX,2035, 1.4953027967312453e+01
REGION,ETCRUDPROX,2036, 1.1494481811374143e+01
REGION,ETCRUDPROX,2037, 1.1818915641029395e+01
REGION,ETCRUDPROX,2038, 1.2157536104324981e+01
REGION,ETCRUDPROX,2039, 1.2512454865082930e+01
REGION,ETCRUDPROX,2040, 1.2883104636545045e+01
