r,t,y,SalvageValue
REGION,EGWINDP01X,2066, 2646.55581236528
REGION,EGWINDP01X,2067, 2650.51726582457
REGION,EGWINDP01X,2068, 2649.57908532658
REGION,EGWINDP01X,2069, 2644.235819486
REGION,EGWINDP01X,2070, 2634.93259183017
REGION,EGEL00T00X,2024, 9.0858055839522351e+01
REGION,EGEL00T00X,2025, 1.6589671167211748e+02
REGION,EGEL00T00X,2026, 1.6722255803758432e+02
REGION,EGEL00T00X,2027, 1.6838777618293869e+02
REGION,EGEL00T00X,2028, 1.6940743039389787e+02
REGION,EGEL00T00X,2029, 1.7029518296458397e+02
REGION,EGEL00T00X,2030, 1.7106342466218203e+02
REGION,EGEL00T00X,2031, 6.6099902287788245e+02
REGION,EGEL00T00X,2032, 6.6316184168900270e+02
REGION,EGEL00T00X,2033, 6.6498270241805983e+02
REGION,EGEL00T00X,2034, 6.6649387209820759e+02
REGION,EGEL00T00X,2035, 667.724614356855
REGION,EGEL00T00X,2036, 6.6870146886171676e+02
REGION,EGEL00T00X,2037, 6.6944850476139584e+02
REGION,EGEL00T00X,2038, 6.6998755054034223e+02
REGION,EGEL00T00X,2039, 6.7033840248219633e+02
REGION,EGEL00T00X,2040, 6.7051901373663168e+02
REGION,EGEL00T00X,2041, 7.8430550519648307e+02
REGION,EGEL00T00X,2042, 7.8417387038068546e+02
REGION,EGEL00T00X,2043, 7.8389508903587011e+02
REGION,EGEL00T00X,2044, 7.8348336432990368e+02
REGION,EGEL00T00X,2045, 7.8295157637023362e+02
REGION,EGEL00T00X,2046, 7.8231140527855450e+02
REGION,EGEL00T00X,2047, 7.8157344281800852e+02
REGION,EGEL00T00X,2048, 7.8074729363359984e+02
REGION,EGEL00T00X,2049, 7.7984166707269640e+02
REGION,EGEL00T00X,2050, 7.7886446046609535e+02
REGION,EGEL00T00X,2051, 8.6317969601115544e+02
REGION,EGEL00T00X,2052, 8.9365595823792569e+02
REGION,EGEL00T00X,2053, 9.2512417162976487e+02
REGION,EGEL00T00X,2054, 9.5762046471654332e+02
REGION,EGEL00T00X,2055, 9.9118205281418250e+02
REGION,EGEL00T00X,2056, 1.0258472831179156e+03
REGION,EGEL00T00X,2057, 1.0616556808841849e+03
REGION,EGEL00T00X,2058, 1.0986479967558998e+03
REGION,EGEL00T00X,2059, 1.1368662552981189e+03
REGION,EGEL00T00X,2060, 1.1763538048026899e+03
REGION,EGEL00T00X,2061, 1.2171553684277887e+03
REGION,EGEL00T00X,2062, 1.2593170967364995e+03
REGION,EGEL00T00X,2063, 1.3028866216990882e+03
REGION,EGEL00T00X,2064, 1.3479131122311330e+03
REGION,EGEL00T00X,2065, 1.3944473313300807e+03
REGION,EGEL00T00X,2066, 1.4425416948855197e+03
REGION,EGEL00T00X,2067, 1.4922503322331434e+03
REGION,EGEL00T00X,2068, 1.5436291485267734e+03
REGION,EGEL00T00X,2069, 1.5967358890038338e+03
REGION,EGEL00T00X,2070, 1.6516302052203418e+03
REGION,EGEL00TDTX,2024, 6.0051842706661228e+02
REGION,EGEL00TDTX,2025, 1.0962491068216639e+03
REGION,EGEL00TDTX,2026, 1.1050103286643216e+03
REGION,EGEL00TDTX,2027, 1.1127101157078346e+03
REGION,EGEL00TDTX,2028, 1.1194480130824488e+03
REGION,EGEL00TDTX,2029, 1.1253143015271353e+03
REGION,EGEL00TDTX,2030, 1.1303908595030382e+03
REGION,EGEL00TDTX,2031, 4.3678960308268624e+03
REGION,EGEL00TDTX,2032, 4.3821879849350044e+03
REGION,EGEL00TDTX,2033, 4.3942202725418629e+03
REGION,EGEL00TDTX,2034, 4.4042061149098554e+03
REGION,EGEL00TDTX,2035, 4.4123388867301237e+03
REGION,EGEL00TDTX,2036, 4.4187939627087544e+03
REGION,EGEL00TDTX,2037, 4423.73039230726
REGION,EGEL00TDTX,2038, 4.4272924186292576e+03
REGION,EGEL00TDTX,2039, 4.4296108559508530e+03
REGION,EGEL00TDTX,2040, 4.4308043390788416e+03
REGION,EGEL00TDTX,2041, 5182.70796859598
REGION,EGEL00TDTX,2042, 5.1818381228480985e+03
REGION,EGEL00TDTX,2043, 5.1799959296112411e+03
REGION,EGEL00TDTX,2044, 5.1772752437301378e+03
REGION,EGEL00TDTX,2045, 5.1737611772370037e+03
REGION,EGEL00TDTX,2046, 5169.53091263205
REGION,EGEL00TDTX,2047, 5.1646544405181821e+03
REGION,EGEL00TDTX,2048, 5.1591952286003234e+03
REGION,EGEL00TDTX,2049, 5.1532108284364622e+03
REGION,EGEL00TDTX,2050, 5.1467534257618045e+03
REGION,EGEL00TDTX,2051, 5.7039103502487669e+03
REGION,EGEL00TDTX,2052, 5.9052981590161407e+03
REGION,EGEL00TDTX,2053, 6113.24080282364
REGION,EGEL00TDTX,2054, 6.3279770197885973e+03
REGION,EGEL00TDTX,2055, 6.5497527295342379e+03
REGION,EGEL00TDTX,2056, 6.7788213311672725e+03
REGION,EGEL00TDTX,2057, 7.0154440084482549e+03
REGION,EGEL00TDTX,2058, 7.2598900425190859e+03
REGION,EGEL00TDTX,2059, 7.5124371326264727e+03
REGION,EGEL00TDTX,2060, 7.7733717252333245e+03
REGION,EGEL00TDTX,2061, 8.0429893519487568e+03
REGION,EGEL00TDTX,2062, 8.3215949767054080e+03
REGION,EGEL00TDTX,2063, 8.6095033526066745e+03
REGION,EGEL00TDTX,2064, 8.9070393889243824e+03
REGION,EGEL00TDTX,2065, 9.2145385286583423e+03
REGION,EGEL00TDTX,2066, 9.5323471371557389e+03
REGION,EGEL00TDTX,2067, 9860.82290225313
REGION,EGEL00TDTX,2068, 1.0200335246432604e+04
REGION,EGEL00TDTX,2069, 1.0551265751488376e+04
REGION,EGEL00TDTX,2070, 1.0914008596210069e+04
REGION,EGSOU1P03X,2047, 9.3202189072757989e+01
REGION,EGSOU1P03X,2048, 1.7540760148509298e+02
REGION,EGSOU1P03X,2049, 2.4772520179839074e+02
REGION,EGSOU1P03X,2050, 3.1115320710552078e+02
REGION,EGSOU1P03X,2051, 366.590057937834
REGION,EGSOU1P03X,2052, 414.844309730121
REGION,EGSOU1P03X,2053, 456.643550437086
REGION,EGSOU1P03X,2054, 4.9264243961704051e+02
REGION,EGSOU1P03X,2055, 5.2342995501674625e+02
REGION,EGSOU1P03X,2056, 549.535924309398
REGION,EGSOU1P03X,2057, 5.7143691206876622e+02
REGION,EGSOU1P03X,2058, 589.561525227996
REGION,EGSOU1P03X,2059, 6.0429519410043156e+02
REGION,EGSOU1P03X,2060, 615.984480468066
REGION,EGSOU1P03X,2061, 833.254612283667
REGION,EGSOU1P03X,2062, 841.926287231747
REGION,EGSOU1P03X,2063, 847.663326421118
REGION,EGSOU1P03X,2064, 850.767388785981
REGION,EGSOU1P03X,2065, 851.509539369677
REGION,EGSOU1P03X,2066, 850.133318801259
REGION,EGSOU1P03X,2067, 846.857507527482
REGION,EGSOU1P03X,2068, 841.878614931658
REGION,EGSOU1P03X,2069, 835.373120515056
REGION,EGSOU1P03X,2070, 827.499491649143
REGION,EGSOV1F01X,2052, 1.4095154972705451e+01
REGION,EGSOV1F01X,2053, 2.6460450016942630e+01
REGION,EGSOV1F01X,2054, 3.7272559940220383e+01
REGION,EGSOV1F01X,2055, 4.6690333220818943e+01
REGION,EGSOV1F01X,2056, 5.4856573036181437e+01
REGION,EGSOV1F01X,2057, 61.8996417929992
REGION,EGSOV1F01X,2058, 6.7934906530343383e+01
REGION,EGSOV1F01X,2059, 7.3066040867442084e+01
REGION,EGSOV1F01X,2060, 7.7386197633411285e+01
REGION,EGSOV1F01X,2061, 1.6195812986282974e+02
REGION,EGSOV1F01X,2062, 1.2587972570975143e+02
REGION,EGSOV1F01X,2063, 1.2941395683752532e+02
REGION,EGSOV1F01X,2064, 1.3216223658322434e+02
REGION,EGSOV1F01X,2065, 1.3420622223329863e+02
REGION,EGSOV1F01X,2066, 1.3561921976081240e+02
REGION,EGSOV1F01X,2067, 1.3646702739244631e+02
REGION,EGSOV1F01X,2068, 1.3680869481881717e+02
REGION,EGSOV1F01X,2069, 1.3669720641402870e+02
REGION,EGSOV1F01X,2070, 136.180096006525
REGION,EGSOV2F01X,2052, 2.1026793969933227e+01
REGION,EGSOV2F01X,2053, 3.9539930297097342e+01
REGION,EGSOV2F01X,2054, 5.5806931490970072e+01
REGION,EGSOV2F01X,2055, 7.0067280833246059e+01
REGION,EGSOV2F01X,2056, 8.2535354816129711e+01
REGION,EGSOV2F01X,2057, 9.3403048991571154e+01
REGION,EGSOV2F01X,2058, 1.0284212928416898e+02
REGION,EGSOV2F01X,2059, 1.1100633746950513e+02
REGION,EGSOV2F01X,2060, 1.1803327651903582e+02
REGION,EGSOV2F01X,2061, 2.4809219765140855e+02
REGION,EGSOV2F01X,2062, 1.9373252687766376e+02
REGION,EGSOV2F01X,2063, 2.0018799317881565e+02
REGION,EGSOV2F01X,2064, 2.0556793000045062e+02
REGION,EGSOV2F01X,2065, 2.0999078865819681e+02
REGION,EGSOV2F01X,2066, 2.1356254677708725e+02
REGION,EGSOV2F01X,2067, 2.1637801371136490e+02
REGION,EGSOV2F01X,2068, 2.1852199946832735e+02
REGION,EGSOV2F01X,2069, 2.2007036140647827e+02
REGION,EGSOV2F01X,2070, 2.2109094148649515e+02
REGION,EGSOC1P00X,2059, 2.3869220326828020e+02
REGION,EGSOC1P00X,2060, 4.6438378255093835e+02
REGION,EGSOC1P00X,2061, 1.5296237872067206e+03
REGION,EGSOC1P00X,2062, 1.8109351957742315e+03
REGION,EGSOC1P00X,2063, 1.8900143959383672e+03
REGION,EGSOC1P00X,2064, 1.3601826055549277e+03
REGION,EGSOC1P00X,2065, 5458.27751754288
REGION,EGSOC1P00X,2066, 5442.9166707135
REGION,EGSOC1P00X,2067, 5415.1716387899
REGION,EGSOC1P00X,2068, 2.9601880596770793e+03
REGION,EGSOC1P00X,2069, 5.3275490156146213e+02
REGION,EGSOC1P00X,2070, 5.2698651836603278e+02
REGION,EGSOC2P00X,2070, 8076.06839395946
REGION,EGELSDBP00,2021, 1.5864854424046944e+03
REGION,EGELSDBP00,2048, 1.4916823973352464e+03
REGION,EGELSDBP00,2055, 1.0477974731200623e+03
REGION,EGELSDBP00,2056, 730.706908301231
REGION,EGELSDBP00,2057, 6.4053677990208871e+02
REGION,EGELSDBP00,2058, 87.8272144849284
REGION,ETCRUDPROX,2037, 2.6879468110556616e+01
REGION,ETCRUDPROX,2038, 5.2785569973631375e+01
REGION,ETCRUDPROX,2039, 7.7844545118803524e+01
REGION,ETCRUDPROX,2040, 102.163810990022
REGION,ETCRUDPROX,2041, 9.5903189755518724e+01
REGION,ETCRUDPROX,2042, 1.1252494256394475e+02
REGION,ETCRUDPROX,2043, 1.2850924634642325e+02
REGION,ETCRUDPROX,2044, 1.4393707991971417e+02
REGION,ETCRUDPROX,2045, 1.5886055266120590e+02
REGION,ETCRUDPROX,2046, 1.7325355032202472e+02
REGION,ETCRUDPROX,2047, 1.8724983821703250e+02
REGION,ETCRUDPROX,2048, 2.0084274927942306e+02
REGION,ETCRUDPROX,2049, 2.1405967117534041e+02
REGION,ETCRUDPROX,2050, 2.2692999591049212e+02
REGION,ETCRUDPROX,2051, 1.8574929400385588e+02
REGION,ETCRUDPROX,2052, 1.9425190305874204e+02
REGION,ETCRUDPROX,2053, 2.0241292416995233e+02
REGION,ETCRUDPROX,2054, 2.1023630757972057e+02
REGION,ETCRUDPROX,2055, 2.1775335200167049e+02
REGION,ETCRUDPROX,2056, 2.2502404592773081e+02
REGION,ETCRUDPROX,2057, 2.3207108794701304e+02
REGION,ETCRUDPROX,2058, 238.875706381272
REGION,ETCRUDPROX,2059, 2.4544653294177257e+02
REGION,ETCRUDPROX,2060, 6.4326208172928564e+03
REGION,ETCRUDPROX,2061, 4.2461488233489155e+02
REGION,ETCRUDPROX,2062, 437.953906517032
REGION,ETCRUDPROX,2063, 4.5117576707922910e+02
REGION,ETCRUDPROX,2064, 4.6428749032644959e+02
REGION,ETCRUDPROX,2065, 4.5377205891666011e+02
REGION,ETCRUDPROX,2066, 4.4874649987864365e+02
REGION,ETCRUDPROX,2067, 4.6092962555097318e+02
REGION,ETCRUDPROX,2068, 4.7308697060626264e+02
REGION,ETCRUDPROX,2069, 572.4356516131
REGION,ETCRUDPROX,2070, 9.3220127297898125e+02
REGION,ETCOSCP01N,2050, 1.5355251100839757e+02
REGION,ETCOSCP01N,2062, 4.4730292343764989e+02
REGION,ETCOSCP01N,2063, 7.1593998954252868e+02
REGION,ETCOSCP01N,2064, 2.2120118932860896e+03
REGION,ETCOSCP01N,2065, 8.5424890409745751e+02
REGION,ETCOSCP01N,2066, 1.2939982065973252e+03
REGION,ETCOSCP01N,2067, 1.4105992346520550e+03
REGION,ETCOSCP01N,2068, 2.7771391067789857e+01
REGION,ETCOSCP01N,2069, 3.2752119492754423e+02
REGION,ETCOSCP01N,2070, 5.4384830239661437e+02
REGION,ETNGCCP02N,2042, 1.2354158737128153e-01
REGION,ETNGGCP01N,2048, 2.9126917090163925e+01
REGION,ETNGGCP01N,2050, 2.4093998227663732e+01
REGION,ETHFGCP02N,2069, 1.3622538078128661e+01
REGION,ETHFGCP02N,2070, 6.2567067617255439e+01
REGION,ETHYDMS03X,2015, 1.1663268210955991e+03
REGION,ETHYDMS03X,2017, 5.2696771435920255e+03
REGION,ETHYDMS03X,2019, 7.2743845181296888e+02
REGION,ETHYDMS03X,2020, 2161.64658814827
REGION,ETHYDMS03X,2021, 3.1318101382440022e+03
REGION,ETHYDMS03X,2022, 3.1491183667081036e+03
REGION,ETHYDMS03X,2023, 7.6923513329864254e+03
REGION,ETHYDMS03X,2024, 7.7271187799700829e+03
REGION,ETHYDMS01X,2016, 2.8959091583863515e+01
REGION,ETWINDP00X,2068, 3384.42693505795
REGION,ETWINDP00X,2069, 2.8101803207084431e+03
REGION,ETWINDP00X,2070, 9.9535005186431567e+02
REGION,ETGOCVP02N,2047, 1.0007750303795650e+02
REGION,ETGOCVP02N,2048, 1.9035720857569351e+02
REGION,ETGOCVP02N,2049, 271.76012169672
REGION,ETGOCVP02N,2050, 345.120765547875
REGION,ETGOCVP02N,2057, 3.9806990142657824e+01
REGION,ETGOCVP02N,2058, 4.6399413857636239e+02
REGION,ETGOCVP02N,2059, 7.4760224990649249e+02
REGION,ETGOCVP02N,2060, 7.7234633808253250e+02
REGION,ETGOCVP02N,2061, 794.37784634385
REGION,ETGOCVP02N,2062, 813.952148600245
REGION,ETGOCVP02N,2063, 831.300605157375
REGION,ETGOCVP02N,2064, 8.4663281829842254e+02
REGION,ETGOCVP02N,2065, 860.13867621954
REGION,ETGOCVP02N,2066, 8.7199020515903248e+02
REGION,ETGOCVP02N,2067, 882.343247702125
REGION,ETGOCVP02N,2068, 8.9133898355889255e+02
REGION,ETGOCVP02N,2069, 899.10530758631
REGION,ETGOCVP02N,2070, 905.75807844162
REGION,ETEL00T00X,2016, 2.2372187792050195e+01
REGION,ETEL00T00X,2017, 9.6552776602961728e+01
REGION,ETEL00T00X,2018, 9.8477449876636186e+01
REGION,ETEL00T00X,2019, 1.0007713375053368e+02
REGION,ETEL00T00X,2020, 1.0145743455551438e+02
REGION,ETEL00T00X,2021, 6.3053560819856557e+01
REGION,ETEL00T00X,2022, 68.5284445626347
REGION,ETEL00T00X,2023, 7.4333313163169379e+01
REGION,ETEL00T00X,2024, 8.0492356334292282e+01
REGION,ETEL00T00X,2025, 8.7028964015225981e+01
REGION,ETEL00T00X,2026, 9.3034465711235981e+01
REGION,ETEL00T00X,2027, 1.0030829060515393e+02
REGION,ETEL00T00X,2028, 1.0800689671422502e+02
REGION,ETEL00T00X,2029, 1.1615004744809970e+02
REGION,ETEL00T00X,2030, 1.2477382193444906e+02
REGION,ETEL00T00X,2031, 1.4311415207298978e+02
REGION,ETEL00T00X,2032, 1.5475179749133210e+02
REGION,ETEL00T00X,2033, 1.6719411460083484e+02
REGION,ETEL00T00X,2034, 1.8051396352096228e+02
REGION,ETEL00T00X,2035, 2.2797911533106921e+02
REGION,ETEL00T00X,2036, 2.1654241113380058e+02
REGION,ETEL00T00X,2037, 2.3329495455879783e+02
REGION,ETEL00T00X,2038, 2.5131473504385150e+02
REGION,ETEL00T00X,2039, 2.7081467061803312e+02
REGION,ETEL00T00X,2040, 2.9179787005402039e+02
REGION,ETEL00T00X,2041, 2.1751376780286435e+02
REGION,ETEL00T00X,2042, 1.7372655094778970e+01
REGION,ETEL00T00X,2045, 3.6563357270472459e+01
REGION,ETEL00T00X,2046, 2.4510525079797713e+01
REGION,ETEL00T00X,2047, 3.5186965298083862e+01
REGION,ETEL00T00X,2048, 5.5727511973991341e+01
REGION,ETEL00T00X,2049, 7.7450155983228839e+01
REGION,ETEL00T00X,2050, 1.0041344914969163e+02
REGION,ETEL00T00X,2057, 4.4664510664585766e+00
REGION,ETEL00T00X,2058, 1.8227099467294142e+01
REGION,ETEL00T00X,2059, 29.2609205313884
REGION,ETEL00T00X,2060, 40.5932264847957
REGION,ETEL00T00X,2062, 1.1615641178184616e+02
REGION,ETEL00T00X,2063, 1.8126071914405529e+02
REGION,ETEL00T00X,2064, 2.0049787921949857e+02
REGION,ETEL00T00X,2065, 2.0713116069780926e+02
REGION,ETEL00T00X,2066, 2.6501626721225665e+02
REGION,ETEL00T00X,2067, 2.7940184302646151e+02
REGION,ETEL00T00X,2068, 2.8531109443018772e+02
REGION,ETEL00T00X,2069, 2.2576471597951098e+02
REGION,ETEL00TDTX,2016, 1.4568899852055625e+02
REGION,ETEL00TDTX,2017, 628.75697180159
REGION,ETEL00TDTX,2018, 6.4129054962130624e+02
REGION,ETEL00TDTX,2019, 6.5170777866203571e+02
REGION,ETEL00TDTX,2020, 6.6069637313698991e+02
REGION,ETEL00TDTX,2021, 4.1060824304853986e+02
REGION,ETEL00TDTX,2022, 4.4626098597514067e+02
REGION,ETEL00TDTX,2023, 4.8406260837681486e+02
REGION,ETEL00TDTX,2024, 5.2417063498898767e+02
REGION,ETEL00TDTX,2025, 5.6673738237750490e+02
REGION,ETEL00TDTX,2026, 6.0584553849051440e+02
REGION,ETEL00TDTX,2027, 653.213084765452
REGION,ETEL00TDTX,2028, 703.346829589156
REGION,ETEL00TDTX,2029, 7.5637547336818943e+02
REGION,ETEL00TDTX,2030, 8.1253396535887873e+02
REGION,ETEL00TDTX,2031, 9.3196720017065684e+02
REGION,ETEL00TDTX,2032, 1.0077521848141013e+03
REGION,ETEL00TDTX,2033, 1.0887772356019841e+03
REGION,ETEL00TDTX,2034, 1.1755168216245863e+03
REGION,ETEL00TDTX,2035, 1.4846124910422443e+03
REGION,ETEL00TDTX,2036, 1.4101360466409053e+03
REGION,ETEL00TDTX,2037, 1.5192295273720692e+03
REGION,ETEL00TDTX,2038, 1.6365753252759719e+03
REGION,ETEL00TDTX,2039, 1.7635599742246688e+03
REGION,ETEL00TDTX,2040, 1.9002037187161682e+03
